SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
BEARDSELL,EQ,13.65,14.75,13.4,14.55,14.75,14.1,29070,399222.6,12-AUG-2021,106,INE520H01022,
BECTORFOOD,EQ,405,409.4,399.7,405.6,408,399.7,148960,60350440.45,12-AUG-2021,8454,INE495P01012,
BEDMUTHA,BE,37.8,38.8,37.3,37.85,37.8,38.8,6446,244811.65,12-AUG-2021,34,INE844K01012,
BEL,EQ,171.9,174.25,170,173.85,173.75,172.25,5988887,1034650763.45,12-AUG-2021,31948,INE263A01024,
BEML,EQ,1295,1323.1,1294.55,1317.9,1317.5,1294.55,99029,129874936.6,12-AUG-2021,5197,INE258A01016,
BEPL,EQ,186.9,194.95,186.5,193.4,193.45,186.4,1257248,239921268.7,12-AUG-2021,12801,INE922A01025,
BERGEPAINT,EQ,818.5,826.9,805.45,814.95,812.6,818.4,635482,518471109.65,12-AUG-2021,22834,INE463A01038,
BESTAGRO,EQ,567,580.1,555,580.1,580.1,552.5,66446,37608317.8,12-AUG-2021,520,INE052T01013,
BETA,SM,360,362,355,355.05,355,350.1,7200,2586200,12-AUG-2021,9,INE351Y01019,
BFINVEST,EQ,353.1,370.95,353.1,363.25,364.5,349.05,58316,21212794.9,12-AUG-2021,3808,INE878K01010,
BFUTILITIE,EQ,434.45,459.85,434.45,450.25,452.55,433.75,233200,104731604.55,12-AUG-2021,6862,INE243D01012,
BGRENERGY,EQ,52.1,56.8,52.05,55.8,56.4,52.05,181943,10099245.4,12-AUG-2021,2799,INE661I01014,
BHAGERIA,EQ,237,247.85,237,243.75,244.05,235.6,136612,33212143.35,12-AUG-2021,7252,INE354C01027,
BHAGYANGR,EQ,50.8,57.7,44,57.6,57.7,48.1,1571125,87265100,12-AUG-2021,9602,INE458B01036,
BHAGYAPROP,EQ,31.4,32.2,31,31.95,31.95,31.8,53207,1689175.05,12-AUG-2021,253,INE363W01018,
BHANDARI,EQ,3,3.15,2.95,3.15,3.15,3,560537,1750310.75,12-AUG-2021,344,INE474E01029,
BHARATFORG,EQ,787,844.8,775.05,827.5,834.55,782.7,15755004,12953661266.75,12-AUG-2021,271903,INE465A01025,
BHARATGEAR,EQ,119.4,130.85,118.55,129.4,129,117.45,88308,11158167.7,12-AUG-2021,3523,INE561C01019,
BHARATRAS,EQ,12632,13372.95,12211,13242,13245,12849.8,8023,102886403.7,12-AUG-2021,3236,INE838B01013,
BHARATWIRE,BE,71.75,75.4,71.7,73.6,73.7,75.45,55292,3987619.95,12-AUG-2021,382,INE316L01019,
BHARTIARTL,EQ,623,628.95,617,623.15,621.15,620.85,8274954,5146336611.2,12-AUG-2021,123439,INE397D01024,
BHEL,EQ,54.65,56.2,54.5,55.85,55.8,54.5,29271670,1619360913.1,12-AUG-2021,51121,INE257A01026,
BIGBLOC,EQ,116,122,115.5,120.7,120,115.6,50588,6025124.75,12-AUG-2021,1062,INE412U01017,
BIL,EQ,216.1,232.9,216,227.4,226,212.2,5801,1320398.2,12-AUG-2021,464,INE828A01016,
BINDALAGRO,EQ,24.45,25.55,24.3,25.2,25,24,190005,4798627.45,12-AUG-2021,1538,INE143A01010,
BIOCON,EQ,373,375.7,371.15,374.4,374.55,372.65,876559,327508256.35,12-AUG-2021,16333,INE376G01013,
BIOFILCHEM,EQ,67,68.45,66.2,67.1,67,67,19664,1330827.55,12-AUG-2021,530,INE829A01014,
BIRET,RR,269.5,269.5,262.2,264.99,265,267,212466,56380896.77,12-AUG-2021,2571,INE0FDU25010,
BIRLACABLE,BE,92.8,93.9,90.1,92.25,93,94.8,68563,6329888.85,12-AUG-2021,943,INE800A01015,
BIRLACORPN,EQ,1329.9,1376.5,1301,1369.75,1366.45,1321.55,178917,239719275.2,12-AUG-2021,12350,INE340A01012,
BIRLAMONEY,EQ,68,72,67.6,71,70.55,67.15,251217,17632029.3,12-AUG-2021,3117,INE865C01022,
BIRLATYRE,EQ,24.6,26.5,24.2,26.15,26.3,24.5,349337,9002165.6,12-AUG-2021,2172,INE0AEJ01013,
BKMINDST,BE,1.65,1.65,1.65,1.65,1.65,1.7,56955,93975.75,12-AUG-2021,117,INE831Q01016,
BLBLIMITED,EQ,10.3,11.3,10.3,11.3,11.3,10.8,183428,1969919.15,12-AUG-2021,603,INE791A01024,
BLISSGVS,EQ,113.75,116.5,113.4,114,114.4,113.1,566300,64803680.35,12-AUG-2021,5753,INE416D01022,
BLKASHYAP,EQ,26.3,29.3,26.3,29.15,28.9,26.65,1207787,34657279.4,12-AUG-2021,2100,INE350H01032,
BLS,EQ,154.5,157.65,150.6,152.6,153.7,154.5,649891,100479225.5,12-AUG-2021,10762,INE153T01027,
BLUEDART,EQ,5470,5605,5469.75,5572.95,5599,5437.95,17423,96681957.7,12-AUG-2021,3649,INE233B01017,
BLUESTARCO,EQ,808,820,790.55,810.9,811.35,807.05,47706,38587584,12-AUG-2021,3932,INE472A01039,
BODALCHEM,EQ,109,110.5,107.1,108.9,109.5,108.75,497244,54426542.9,12-AUG-2021,6712,INE338D01028,
BOMDYEING,EQ,91.35,97.55,91.05,96.6,96.8,91.1,6335773,598401726.8,12-AUG-2021,33272,INE032A01023,
BOROLTD,EQ,207.5,219,207.5,218,216.5,205.8,91871,19802507.4,12-AUG-2021,2765,INE02PY01013,
BORORENEW,BE,320,328.6,305,319.85,323,318.2,230055,73094933.3,12-AUG-2021,4786,INE666D01022,
BOSCHLTD,EQ,14313,14499.15,14274,14306.95,14320,14310.8,22560,323701245.9,12-AUG-2021,7515,INE323A01026,
BPCL,EQ,452,455.4,442.1,448.15,448,450,6283857,2824306264.65,12-AUG-2021,82124,INE029A01011,
BPL,EQ,35.4,36.5,35,35.7,35.7,34.65,63626,2279359.25,12-AUG-2021,898,INE110A01019,
BRFL,BE,8.1,8.1,7.8,7.95,8.05,8.1,167740,1339408.35,12-AUG-2021,377,INE589G01011,
BRIGADE,EQ,325.4,341.2,324.8,337.6,338,323.25,730239,242303713.65,12-AUG-2021,10247,INE791I01019,
BRIGHT,SM,5,5.1,5,5.1,5.1,4.9,198000,1009050,12-AUG-2021,44,INE684Z01010,
BRITANNIA,EQ,3634.4,3642.95,3607.5,3620.8,3626,3625.5,232971,844673205.1,12-AUG-2021,20705,INE216A01030,
BRITANNIA,N2,33.15,33.88,32.76,33.03,33,33.15,10833,358412.62,12-AUG-2021,71,INE216A07052,
BRITANNIA,N3,29.39,29.5,29.39,29.41,29.42,29.4,12986,381987.41,12-AUG-2021,306,INE216A08027,
BRNL,EQ,32.4,32.85,31.55,32.6,32.6,31.95,37925,1233962.35,12-AUG-2021,550,INE727S01012,
BROOKS,EQ,112,118.55,112,118.55,118.55,107.8,158083,18452855.75,12-AUG-2021,1378,INE650L01011,
BSE,EQ,1126.5,1168.7,1121.45,1151.6,1153,1119.5,522796,601842472.35,12-AUG-2021,24655,INE118H01025,
BSHSL,BE,321.95,323.4,302.5,323.4,323.4,308,1300,418375.85,12-AUG-2021,76,INE032Z01012,
BSL,EQ,61.7,63.45,60.5,61.35,61.6,60.45,39295,2440056.4,12-AUG-2021,404,INE594B01012,
BSLGOLDETF,EQ,4289.95,4297.85,4242.8,4266.75,4271.95,4242.6,217,927037.75,12-AUG-2021,85,INF209K01HT2,
BSLNIFTY,EQ,181.03,181.3,180.39,181.3,181.3,180,594,107511.11,12-AUG-2021,34,INF209K01IR4,
BSOFT,EQ,410,427.9,408.7,423.25,425,408.15,4756366,2006603427.5,12-AUG-2021,75818,INE836A01035,
BURGERKING,EQ,165.5,172.75,165.5,171.95,171.9,165,2407712,410299501.1,12-AUG-2021,30649,INE07T201019,
BURNPUR,BE,2.75,2.75,2.55,2.7,2.65,2.65,107908,294677,12-AUG-2021,132,INE817H01014,
BUTTERFLY,BE,741,766,726.05,760.95,765,754.7,14020,10536136,12-AUG-2021,454,INE295F01017,
BVCL,BE,27.7,28,25.8,26.35,26.1,27.15,10443,278994.85,12-AUG-2021,95,INE139I01011,
BYKE,EQ,27,29.25,27,28.3,28.5,27.55,39596,1129784.5,12-AUG-2021,287,INE319B01014,
CADILAHC,EQ,560.95,560.95,542.1,544,544.65,563.75,4953491,2721150008.15,12-AUG-2021,89087,INE010B01027,
CAMLINFINE,EQ,179,186.95,176.55,184.35,185.15,179.05,904283,166035339.4,12-AUG-2021,14208,INE052I01032,
CAMS,EQ,3137.8,3166,3055,3072.95,3084,3108.8,296987,920913469.1,12-AUG-2021,28408,INE596I01012,
CANBK,EQ,154.15,156.4,153.55,155.7,156,154.1,5788144,898115109.1,12-AUG-2021,25263,INE476A01014,
CANDC,BZ,3.45,3.7,3.4,3.55,3.55,3.55,22693,79414.45,12-AUG-2021,28,INE874H01015,
CANFINHOME,EQ,524.95,536,523.5,529,531.5,523.4,275121,145702495.7,12-AUG-2021,8319,INE477A01020,
CANTABIL,EQ,390.5,394.8,385,386.9,390,388,6455,2510845.05,12-AUG-2021,487,INE068L01016,
CAPACITE,EQ,206.4,220,206.4,213.9,214.45,206.2,344073,74060317.15,12-AUG-2021,7393,INE264T01014,
CAPLIPOINT,EQ,837,870,837,851.6,853,839.95,267027,228128304.6,12-AUG-2021,11074,INE475E01026,
CAPTRUST,EQ,86.1,91,83.1,91,91,82.75,34120,3021888.5,12-AUG-2021,510,INE707C01018,
CARBORUNIV,EQ,710,733.7,700,712.35,714.95,708.65,219265,158476555.4,12-AUG-2021,11697,INE120A01034,
CAREERP,EQ,152.3,158.2,151.05,156.2,156.7,151.45,68203,10594121.95,12-AUG-2021,2007,INE521J01018,
CARERATING,EQ,684,694.2,679.35,685.55,685.9,692.35,120024,82425855.85,12-AUG-2021,5469,INE752H01013,
CASTROLIND,EQ,136.4,137,135.4,136.35,136.35,136.25,434397,59167404.4,12-AUG-2021,6495,INE172A01027,
CCHHL,BE,7,7.15,6.6,6.95,7,6.9,56113,386107.15,12-AUG-2021,149,INE652F01027,
CCL,EQ,407.75,417.45,404.15,414.3,414,404.3,477066,195946400.25,12-AUG-2021,13745,INE421D01022,
CDSL,BE,1260,1278.8,1235,1241.25,1256,1260.6,315098,394666749,12-AUG-2021,35771,INE736A01011,
CEATLTD,EQ,1298,1325,1286.5,1318.6,1318,1286.5,114662,149759677.65,12-AUG-2021,8019,INE482A01020,
CEBBCO,BE,36.4,36.6,35.6,36.6,36.6,34.9,370109,13430769.25,12-AUG-2021,545,INE209L01016,
CELEBRITY,EQ,11.2,11.7,10.6,11.4,11.4,11.15,101960,1149387.25,12-AUG-2021,485,INE185H01016,
CENTENKA,EQ,442.05,463,442.05,453.35,453,439.85,96518,43829364.1,12-AUG-2021,5336,INE485A01015,
CENTEXT,EQ,11.35,12.2,11.15,12.2,12.2,11.1,1639751,19560040.35,12-AUG-2021,2747,INE281A01026,
CENTRALBK,EQ,20.35,21.9,20.2,21.35,21.4,20.2,14827927,312825203.05,12-AUG-2021,18131,INE483A01010,
CENTRUM,EQ,42.4,44.15,42.1,43.9,44.05,42.05,1420013,61626272.1,12-AUG-2021,5117,INE660C01027,
CENTUM,EQ,499,504.95,481.6,489.25,490,485.4,16474,8115908.05,12-AUG-2021,1631,INE320B01020,
CENTURYPLY,EQ,425,426,409.3,410.3,410,414.95,199684,82573170.9,12-AUG-2021,5189,INE348B01021,
CENTURYTEX,EQ,769.9,776.85,761.5,765.4,768.9,765.15,798268,614407099.4,12-AUG-2021,11658,INE055A01016,
CERA,EQ,4626,4690,4606.55,4651.65,4625.05,4626.85,6562,30569110.35,12-AUG-2021,2293,INE739E01017,
CEREBRAINT,EQ,57.5,59.8,56.2,56.7,56.8,57.3,765888,44513639.25,12-AUG-2021,7383,INE345B01019,
CESC,EQ,762.3,775,748.1,756.35,756.3,755.9,800748,608432219.25,12-AUG-2021,36864,INE486A01013,
CGCL,EQ,522,528,436.85,517.7,522,515.2,70145,36094879.65,12-AUG-2021,7988,INE180C01026,
CGPOWER,BE,77,79.25,75.5,79.25,79.25,75.5,2418091,188664759.1,12-AUG-2021,8358,INE067A01029,
CHALET,EQ,166.95,177.9,166.95,175.25,173.75,163.8,777871,135596822.25,12-AUG-2021,14775,INE427F01016,
CHAMBLFERT,EQ,327.4,327.5,320.15,324,325,326.4,846686,274273976.8,12-AUG-2021,18381,INE085A01013,
CHEMBOND,EQ,224.6,241.6,223.8,239.55,238.25,224.8,76702,18172789.75,12-AUG-2021,3025,INE995D01025,
CHEMCON,EQ,462,487.4,461.2,472.65,473.6,462.75,561872,266184113.3,12-AUG-2021,16377,INE03YM01018,
CHEMFAB,EQ,157.95,164.45,156.2,160.2,161,156.3,5599,897712.95,12-AUG-2021,220,INE783X01023,
CHENNPETRO,EQ,109.3,114.4,109.1,112.6,112.8,108.7,556993,62321468.45,12-AUG-2021,8229,INE178A01016,
CHOLAFIN,EQ,503,516.5,498.35,512,511.9,501.55,1556728,791269887.35,12-AUG-2021,28875,INE121A01024,
CHOLAHLDNG,EQ,646.05,662,646.05,649.6,648.05,655.15,140299,91427106.25,12-AUG-2021,5919,INE149A01033,
CIGNITITEC,EQ,548.5,559.7,534.4,538.25,539,545.5,89637,49012767.9,12-AUG-2021,3719,INE675C01017,
CINELINE,BE,87.9,91.45,86.45,91,91.4,87.1,161085,14322336.9,12-AUG-2021,633,INE704H01022,
CINEVISTA,BE,13,13.7,12.7,13.7,13.7,13.05,21375,287386.3,12-AUG-2021,81,INE039B01026,
CIPLA,EQ,912,916.2,903.7,905.3,905,909.85,2127392,1937222912.55,12-AUG-2021,54764,INE059A01026,
CLEAN,EQ,1580,1598,1557.4,1576.95,1571,1575.35,153642,242229400.25,12-AUG-2021,13039,INE227W01023,
CLEDUCATE,EQ,132.15,139,132.15,135.05,135.7,135.4,24894,3411594.85,12-AUG-2021,428,INE201M01011,
CLNINDIA,EQ,578.95,614,577,602.3,598,570.5,139648,83251436.55,12-AUG-2021,6236,INE492A01029,
CLSEL,EQ,118.15,125,118.15,123.9,123,117.5,77368,9508863.45,12-AUG-2021,2467,INE419D01026,
CMICABLES,EQ,52.05,55,52.05,53.55,53.4,52.3,221086,11949739,12-AUG-2021,4117,INE981B01011,
COALINDIA,EQ,144.05,146.7,143.7,144.4,144.5,143.95,7685737,1116042062.8,12-AUG-2021,55112,INE522F01014,
COCHINSHIP,EQ,359.9,363.1,359,361.85,361.9,358.3,171155,61762455.7,12-AUG-2021,5621,INE704P01017,
COFFEEDAY,EQ,34.3,36,34,35.35,35.4,33.95,612779,21550625.95,12-AUG-2021,3218,INE335K01011,
COFORGE,EQ,4730,4856.95,4720.05,4847.1,4841,4690.8,376225,1810345073.15,12-AUG-2021,37709,INE591G01017,
COLPAL,EQ,1655,1667,1638.8,1641.3,1639.5,1658.25,802666,1325520222.35,12-AUG-2021,32569,INE259A01022,
COMPINFO,EQ,28.5,30.75,28.4,29.85,29.65,28.15,416534,12325484.3,12-AUG-2021,2607,INE070C01037,
COMPUSOFT,EQ,12.2,13.4,12.1,13.4,13.4,12.2,62405,822915.8,12-AUG-2021,230,INE453B01029,
CONCOR,EQ,660.95,683.55,657,673,670.9,655.65,3531889,2387547154.9,12-AUG-2021,81890,INE111A01025,
CONFIPET,EQ,57.3,62.45,57.3,61.7,61.9,58.25,1119352,68599842.55,12-AUG-2021,5435,INE552D01024,
CONSOFINVT,EQ,117.85,117.9,113.5,113.95,117,111.15,14629,1691383.8,12-AUG-2021,186,INE025A01027,
CONTI,SM,5.8,5.8,5.8,5.8,5.8,5.6,3333,19331.4,12-AUG-2021,1,INE340Z01019,
CONTROLPR,EQ,350,365,348.05,364.3,361,346.35,24681,8848565.3,12-AUG-2021,1772,INE663B01015,
CORALFINAC,EQ,43,47,42.65,43.3,43.5,41.45,37457,1629520.6,12-AUG-2021,499,INE558D01021,
CORDSCABLE,EQ,56.95,58.35,55,57.65,58.35,56,115888,6595388.05,12-AUG-2021,2148,INE792I01017,
COROMANDEL,EQ,819.8,837.8,815.1,823.95,824.95,816.85,418391,344636287.5,12-AUG-2021,24046,INE169A01031,
COSMOFILMS,EQ,1320,1445,1304.15,1419.5,1423,1329.2,252403,347551190.95,12-AUG-2021,15688,INE757A01017,
COUNCODOS,EQ,2.9,3.1,2.85,3.05,3,2.85,100381,300744,12-AUG-2021,193,INE695B01025,
COX&KINGS,BZ,1.65,1.65,1.6,1.65,1.65,1.65,230566,375140.1,12-AUG-2021,262,INE008I01026,
CPSEETF,EQ,26,26.26,25.72,26.22,26.2,25.77,3603051,94078024.46,12-AUG-2021,10200,INF457M01133,
CRAFTSMAN,EQ,1989,2050,1952,1980.65,1986,1989,15046,30024899.75,12-AUG-2021,2353,INE00LO01017,
CREATIVE,BE,232,244.1,225,236.85,236,232.5,36715,8811813.9,12-AUG-2021,336,INE985W01018,
CREATIVEYE,EQ,3.4,3.4,3.25,3.25,3.25,3.4,585,1974,12-AUG-2021,3,INE230B01021,
CREDITACC,EQ,620,637,606.6,610.85,610,604.6,542882,333795960.75,12-AUG-2021,11631,INE741K01010,
CREST,BE,116.25,121.8,116.25,119.95,119,116.3,11415,1368885.4,12-AUG-2021,58,INE559D01011,
CRISIL,EQ,2597.25,2636.85,2560,2568.7,2577.8,2576.85,70515,182724253.95,12-AUG-2021,10949,INE007A01025,
CROMPTON,EQ,471.7,477.75,454.5,463.1,459,470.05,1176667,543684332.25,12-AUG-2021,35379,INE299U01018,
CSBBANK,EQ,321.95,326.1,318.55,320.05,321,319.15,223321,71850199.3,12-AUG-2021,6128,INE679A01013,
CTE,EQ,62.55,69.05,62.55,62.55,62.55,65.8,416108,26209343,12-AUG-2021,1463,INE627H01017,
CUB,EQ,152.85,153.55,151.05,151.95,152.3,152.15,773468,117877741.85,12-AUG-2021,8308,INE491A01021,
CUBEXTUB,EQ,23.5,24.35,22.5,23,23,23.45,76733,1769969.2,12-AUG-2021,452,INE144D01012,
CUMMINSIND,EQ,924,972,918.2,948.9,949.95,944.75,3816364,3600683636.45,12-AUG-2021,89745,INE298A01020,
CUPID,EQ,233,243.65,232.25,242.6,243,231.7,59647,14311765.05,12-AUG-2021,2977,INE509F01011,
CYBERMEDIA,BE,12,12,11.45,11.45,11.45,12.05,6531,75225.25,12-AUG-2021,50,INE278G01037,
CYBERTECH,EQ,166,177.5,160.45,174.7,174,166.3,256061,43800761.85,12-AUG-2021,6973,INE214A01019,
CYIENT,EQ,950,975,938.4,969.6,970,945.1,172984,167103144.9,12-AUG-2021,16132,INE136B01020,
DAAWAT,EQ,65.5,68.5,65.5,68,68.3,66.35,1086701,73257459.4,12-AUG-2021,11069,INE818H01020,
DABUR,EQ,576,584.8,574.05,575.4,576.85,575.1,2474432,1430627246.6,12-AUG-2021,49742,INE016A01026,
DALBHARAT,EQ,1905,1949.95,1870.1,1893.1,1881.5,1902.1,99548,190895709.35,12-AUG-2021,13881,INE00R701025,
DALMIASUG,EQ,413.8,434.65,413,431.05,431.65,413,357154,153081408.8,12-AUG-2021,10605,INE495A01022,
DAMODARIND,BE,46.35,46.35,44,46,46.3,44.45,11452,516045.25,12-AUG-2021,83,INE497D01022,
DANGEE,EQ,189.45,189.45,184,184.75,184,184.95,10090,1869515.95,12-AUG-2021,179,INE688Y01014,
DATAMATICS,EQ,269.7,290,269.65,286.3,287,267.95,294959,83585918.7,12-AUG-2021,7432,INE365B01017,
DBCORP,EQ,93.25,94.9,89.95,93.05,93.2,91.9,319578,29680557.95,12-AUG-2021,5538,INE950I01011,
DBL,EQ,547,553.35,532.25,539.45,540,547.65,298727,161598744,12-AUG-2021,11087,INE917M01012,
DBREALTY,EQ,23.45,24.5,23,23.9,23.85,23.45,285423,6826191.6,12-AUG-2021,1276,INE879I01012,
DBSTOCKBRO,EQ,22.95,22.95,22.95,22.95,22.95,21.9,13825,317283.75,12-AUG-2021,63,INE921B01025,
DCAL,EQ,189.7,212.5,189,206.15,209.25,187.5,1850366,378299146.75,12-AUG-2021,22797,INE385W01011,
DCBBANK,EQ,92.8,92.8,91.1,91.95,91.95,91.25,884692,81386328.75,12-AUG-2021,9433,INE503A01015,
DCM,BE,53.9,53.9,49.7,49.75,49.8,52.3,15376,785872.1,12-AUG-2021,121,INE498A01018,
DCMFINSERV,BE,2.7,2.8,2.7,2.8,2.8,2.8,10487,28424.9,12-AUG-2021,15,INE891B01012,
DCMNVL,EQ,219,231.1,219,231.1,231.1,220.1,100230,22950247.25,12-AUG-2021,809,INE08KP01019,
DCMSHRIRAM,EQ,943.95,970,926.85,957,965,934.7,191399,182723154.85,12-AUG-2021,6331,INE499A01024,
DCW,EQ,34.35,36.85,34.35,36.5,36.65,34.35,1409364,50654831.85,12-AUG-2021,5803,INE500A01029,
DECCANCE,EQ,738.85,783.9,735.25,780.7,783,734.8,146796,112876907.75,12-AUG-2021,7770,INE583C01021,
DEEPAKFERT,BE,428.9,446.6,406,446.6,446.6,425.35,246473,107841163.5,12-AUG-2021,2647,INE501A01019,
DEEPAKNTR,EQ,2108.8,2152.8,2102.15,2146.4,2149,2098.9,822816,1754463168.85,12-AUG-2021,41917,INE288B01029,
DEEPENR,BE,41.8,43.85,41.8,43.85,43.85,41.8,12260,534202.6,12-AUG-2021,169,INE677H01012,
DEEPINDS,EQ,109,115,109,113.2,113.6,109.05,97459,11015350.2,12-AUG-2021,2831,INE0FHS01016,
DELTACORP,EQ,172.8,178.9,172.75,177.85,178.2,171.4,1223638,215600366.75,12-AUG-2021,15842,INE124G01033,
DELTAMAGNT,EQ,54.8,55,52.4,54.75,54.5,52.6,4108,223140,12-AUG-2021,159,INE393A01011,
DEN,EQ,49.4,52.55,49.25,51.9,52.4,48.95,1827668,93434498.6,12-AUG-2021,7257,INE947J01015,
DENORA,EQ,317.9,337,317.25,331.75,333.4,315.05,36682,12074198.5,12-AUG-2021,2500,INE244A01016,
DFMFOODS,EQ,346.05,353.3,340.3,351.5,353,345.35,62332,21777560.55,12-AUG-2021,3506,INE456C01020,
DGCONTENT,BE,13.4,13.45,12.25,12.75,12.25,12.85,58106,766944.95,12-AUG-2021,120,INE03JI01017,
DHAMPURSUG,EQ,293,302.2,291.8,302.2,302.2,287.85,378706,113468105.45,12-AUG-2021,4566,INE041A01016,
DHANBANK,EQ,16.25,16.45,15.8,16.2,16.2,15.8,533018,8626997.15,12-AUG-2021,1445,INE680A01011,
DHANI,EQ,202.5,215.9,196.6,212.75,211,198.5,2538195,526349424.05,12-AUG-2021,22057,INE274G01010,
DHANILOANS,N3,997.5,997.5,997.5,997.5,997.5,1004.5,12,11970,12-AUG-2021,1,INE614X07043,
DHANILOANS,N5,1278.7,1278.7,1278.7,1278.7,1278.7,1245.01,170,217379,12-AUG-2021,3,INE614X07068,
DHANILOANS,N6,995,1010,995,1010,1010,1001,115,115925,12-AUG-2021,2,INE614X07076,
DHANILOANS,NC,960.2,960.2,960,960,960,975,120,115217.5,12-AUG-2021,3,INE614X07159,
DHANIPP,E1,89.8,98.25,89.8,98.25,98.25,89.35,109092,10625196.4,12-AUG-2021,839,IN9274G01034,
DHANUKA,EQ,875,899,875,895.05,896,881.4,35374,31549205.95,12-AUG-2021,3119,INE435G01025,
DHARSUGAR,BE,16.3,16.3,15.25,15.45,15.45,16.05,114527,1759913.35,12-AUG-2021,526,INE988C01014,
DHUNINV,EQ,585.05,640.65,585.05,640.65,640.65,582.45,10616,6704928.55,12-AUG-2021,463,INE320L01011,
DIAMONDYD,EQ,680,715,680,713,715,672.35,37471,26404658.65,12-AUG-2021,3641,INE393P01035,
DIAPOWER,BZ,0.65,0.7,0.6,0.6,0.65,0.65,814828,509515.05,12-AUG-2021,138,INE989C01012,
DICIND,EQ,477.95,492.8,467.05,477.3,475,468.1,20025,9601139.15,12-AUG-2021,1299,INE303A01010,
DIGISPICE,BE,68.05,69.9,67.55,68.6,68.75,70.45,157086,10728744.4,12-AUG-2021,1013,INE927C01020,
DISHTV,EQ,12,14.2,11.95,14,13.85,11.85,28967736,392551046.4,12-AUG-2021,30144,INE836F01026,
DIVISLAB,EQ,4929.95,4929.95,4872,4908.85,4914.9,4919.1,200081,981517143.25,12-AUG-2021,24960,INE361B01024,
DIXON,EQ,4209.65,4238.95,4156.15,4197.3,4190,4198.7,173368,726779770.95,12-AUG-2021,26183,INE935N01020,
DLF,EQ,332.75,338.35,329,334.05,333.65,331.55,6584207,2199258868.8,12-AUG-2021,48841,INE271C01023,
DLINKINDIA,EQ,137.8,143.5,135,142.35,142.1,136.85,452340,63207226,12-AUG-2021,8464,INE250K01012,
DMART,EQ,3573.8,3589,3546.6,3561,3550,3563.95,114737,408905792.8,12-AUG-2021,12192,INE192R01011,
DNAMEDIA,EQ,2.2,2.45,2.15,2.3,2.35,2.25,122146,282232.55,12-AUG-2021,128,INE016M01021,
DODLA,EQ,589.5,601,589.1,596.9,594,589.1,47562,28378081.6,12-AUG-2021,3724,INE021O01019,
DOLAT,EQ,110.8,121,110.8,119.05,120.7,109.7,838914,96639431.65,12-AUG-2021,9043,INE966A01022,
DOLLAR,EQ,365,380,365,371.1,370,360.85,208073,77813051,12-AUG-2021,16672,INE325C01035,
DONEAR,EQ,52,55.4,52,53.85,53.7,52.95,143348,7761351.45,12-AUG-2021,2462,INE668D01028,
DPABHUSHAN,EQ,194.6,221.9,194.6,212.3,213.05,194.45,50362,10566283.95,12-AUG-2021,3253,INE266Y01019,
DPSCLTD,EQ,15.5,15.5,14.9,15.25,15.3,15.3,25599,388889.8,12-AUG-2021,293,INE360C01024,
DPWIRES,EQ,217.2,232.25,210.2,232.25,232.25,221.2,69949,15920972.65,12-AUG-2021,999,INE864X01013,
DRCSYSTEMS,EQ,304.85,320,300.15,305.65,301,310.55,1461,448404.05,12-AUG-2021,122,INE03RS01019,
DREDGECORP,EQ,354.7,366.8,354.7,364.3,362.7,352.95,71164,25737228.65,12-AUG-2021,3966,INE506A01018,
DRREDDY,EQ,4749.4,4753.3,4690.5,4716.4,4708,4744.85,621418,2934518403.45,12-AUG-2021,56804,INE089A01023,
DSML,SM,17.8,17.8,17.1,17.5,17.5,18,96000,1673400,12-AUG-2021,13,INE411Y01011,
DSSL,EQ,125.6,137.3,124.95,136.75,136.9,124.85,41476,5634198.1,12-AUG-2021,1149,INE417B01040,
DTIL,EQ,319.85,332.95,319.85,332.95,332.95,302.7,9033,2977776.15,12-AUG-2021,372,INE341R01014,
DUCON,BE,12.75,12.85,12,12.85,12.85,12.25,33648,421805.6,12-AUG-2021,82,INE741L01018,
DVL,EQ,280,307.8,276.2,303,303.6,259.55,446260,132236609.3,12-AUG-2021,15743,INE477B01010,
DWARKESH,EQ,68.9,70.65,67.8,69.9,69.65,68.65,1862009,129690763.3,12-AUG-2021,11563,INE366A01041,
DYNAMATECH,EQ,2166,2285,2150,2216.45,2219,2109.35,183297,406491249.65,12-AUG-2021,22957,INE221B01012,
DYNPRO,EQ,565.55,590,565.05,568,569,564.85,81315,47015876.5,12-AUG-2021,3602,INE256H01015,
E2E,SM,46.9,47,46.9,47,47,46,4000,187800,12-AUG-2021,2,INE255Z01019,
EASEMYTRIP,EQ,452,488.8,445.2,484.5,484.2,449.55,2117075,1000506856.25,12-AUG-2021,35392,INE07O001018,
EASTSILK,EQ,3.35,3.7,3.35,3.6,3.5,3.4,51268,181673.05,12-AUG-2021,151,INE962C01027,
EASUNREYRL,BZ,3.1,3.3,3.1,3.1,3.3,3.25,5155,16385,12-AUG-2021,15,INE268C01029,
EBBETF0423,EQ,1143.08,1144.5,1141.55,1142.43,1142.5,1142.35,17472,19961191.78,12-AUG-2021,100,INF754K01KN4,
EBBETF0425,EQ,1054.7,1056,1054.5,1055.99,1055.99,1054.61,11095,11705874.9,12-AUG-2021,64,INF754K01LD3,
