20180829 091659;512.95;512.95;510.4;512.4;31200
20180829 091759;512.5;512.5;510.9;510.9;24700
20180829 091859;511.2;512.3;511.2;512.05;23400
20180829 091959;513.3;513.3;512.45;512.6;23400
20180829 092059;512.75;512.9;512.75;512.9;11700
20180829 092159;512.9;512.9;511.85;511.85;26000
20180829 092259;511.8;513;511.8;513;16900
20180829 092359;512.6;512.6;512.6;512.6;11700
20180829 092459;512.95;513;512.4;512.4;31200
20180829 092559;512.4;512.4;512.2;512.4;14300
20180829 092659;512.4;512.75;512.4;512.75;11700
20180829 092759;512.75;513;512.75;513;11700
20180829 092859;513.3;513.3;513.15;513.3;15600
20180829 092959;513.3;513.5;513.3;513.5;15600
20180829 093059;513.6;514.2;513.6;514.2;31200
20180829 093159;514.2;514.75;514.2;514.75;11700
20180829 093259;514.75;514.9;514.4;514.9;24700
20180829 093359;514.95;514.95;514;514;27300
20180829 093459;514;514;513.55;513.55;23400
20180829 093559;513.3;514.3;513.3;514.3;29900
20180829 093659;513.85;514.1;513.85;514.1;15600
20180829 093759;514.3;514.3;513.7;513.7;27300
20180829 093859;513.7;513.7;513.5;513.5;14300
20180829 093959;513.5;513.5;513.5;513.5;16900
20180829 094059;513.5;513.5;512.9;512.9;14300
20180829 094159;512.9;513.2;512.9;513.2;11700
20180829 094259;513.2;513.2;513;513;19500
20180829 094359;513;513;513;513;16900
20180829 094459;513;513.1;513;513.1;14300
20180829 094559;513.1;513.1;513;513;13000
20180829 094659;513;513;512.2;512.2;26000
20180829 094759;512.2;512.75;512.2;512.75;16900
20180829 094859;512.75;512.85;512.75;512.85;13000
20180829 094959;512.85;512.85;512.5;512.5;14300
20180829 095059;512.9;512.9;512.9;512.9;11700
20180829 095159;512.9;512.9;512.9;512.9;14300
20180829 095259;512.75;512.75;512.75;512.75;10400
20180829 095359;512.75;512.75;512.1;512.1;18200
20180829 095459;512.3;512.35;512.3;512.35;18200
20180829 095559;512.35;512.35;512.05;512.05;14300
20180829 095659;512.25;512.25;512.2;512.2;15600
20180829 095759;512.2;512.4;512.2;512.4;14300
20180829 095859;512.3;512.3;512.3;512.3;15600
20180829 095959;512.5;512.5;512;512;14300
20180829 100059;512;512;511.7;511.7;15600
20180829 100159;511.7;511.9;511.7;511.9;19500
20180829 100259;511.9;512.15;511.9;512.15;18200
20180829 100359;512.15;512.15;512.15;512.15;9100
20180829 100459;512.15;512.15;512.15;512.15;41600
20180829 100559;512.15;512.15;512.15;512.15;14300
20180829 100659;512.15;512.15;512.15;512.15;10400
20180829 100759;512.15;512.15;512.15;512.15;10400
20180829 100859;512.15;512.15;512.15;512.15;18200
20180829 100959;512.4;512.4;512.2;512.2;18200
20180829 101059;512.25;512.25;512.25;512.25;13000
20180829 101159;512.25;512.25;512.25;512.25;9100
20180829 101259;512.25;512.25;511.4;511.4;22100
20180829 101359;511.6;511.65;511.6;511.65;5200
20180829 101459;511.95;511.95;511.9;511.9;6500
20180829 101559;511.9;511.95;511.9;511.95;40300
20180829 101659;511.95;511.95;511.95;511.95;14300
20180829 101759;511.95;511.95;511.8;511.8;19500
20180829 101859;511.6;511.6;511.2;511.2;9100
20180829 101959;511;511.3;510.85;510.85;26000
20180829 102059;510.6;510.6;509.45;510.2;45500
20180829 102159;510.3;510.4;510;510;26000
20180829 102259;509.7;510.1;508.8;508.8;39000
20180829 102359;509.15;509.15;508.45;508.6;19500
20180829 102459;508.65;508.9;508.5;508.65;14300
20180829 102559;508.7;509.15;507.05;507.2;94900
20180829 102659;506.85;507;506.25;506.65;57200
20180829 102759;506.5;506.7;505.9;506.5;42900
20180829 102859;506.5;506.65;505.8;505.85;65000
20180829 102959;505.9;505.95;504.65;505.7;74100
20180829 103059;505.75;506.2;505.1;505.25;54600
20180829 103159;505.05;505.25;504.35;504.5;27300
20180829 103259;504.95;504.95;504.15;504.6;67600
20180829 103359;504.35;505.1;504.35;504.7;46800
20180829 103459;505.05;505.6;505;505;46800
20180829 103559;504.9;505.1;504.9;505.1;16900
20180829 103659;505.2;505.25;503.8;504.15;79300
20180829 103759;503.85;506.1;503.85;505.95;59800
20180829 103859;506.1;507.25;505.85;506.85;49400
20180829 103959;506.8;507;506.75;506.85;16900
20180829 104059;506.8;507.35;506.7;507.25;14300
20180829 104159;507.55;508;507.55;508;22100
20180829 104259;508;508.05;507.25;507.25;33800
20180829 104359;507.25;507.25;506.5;506.7;15600
20180829 104459;506.95;507;506.95;507;14300
20180829 104559;507;507;507;507;9100
20180829 104659;507;507;507;507;6500
20180829 104759;507;507.6;507;507.25;15600
20180829 104859;507.25;507.6;507.25;507.6;13000
20180829 104959;507.6;507.6;507.6;507.6;7800
20180829 105059;507.6;508.25;507.6;508.25;15600
20180829 105159;508.3;508.5;508.3;508.5;15600
20180829 105259;508.5;508.5;508.5;508.5;10400
20180829 105359;508.4;508.5;508.4;508.45;16900
20180829 105459;508.45;508.7;508.4;508.4;10400
20180829 105559;508.4;508.6;508.4;508.6;18200
20180829 105659;509.3;509.3;509.25;509.25;13000
20180829 105759;508.9;508.9;508.45;508.45;26000
20180829 105859;508.4;508.75;508.05;508.75;13000
20180829 105959;508.8;508.8;508.75;508.75;9100
20180829 110059;508.6;508.6;508.4;508.4;9100
20180829 110159;508.4;508.8;508.4;508.8;6500
20180829 110259;508.8;508.8;508.7;508.8;7800
20180829 110359;508.9;508.95;508.9;508.95;15600
20180829 110459;509;509;508.75;508.95;10400
20180829 110559;508.95;509.05;508.95;509.05;10400
20180829 110659;509.05;510.4;509.05;510.1;31200
20180829 110759;510;510;509.5;509.6;15600
20180829 110859;509.6;509.6;509.6;509.6;3900
20180829 110959;509.6;509.6;508.9;509.05;18200
20180829 111059;509;509;508.35;508.7;14300
20180829 111159;508.6;508.6;508.3;508.3;9100
20180829 111259;508.3;508.35;508;508;18200
20180829 111359;507.75;507.75;507.5;507.7;13000
20180829 111459;508;508.1;508;508;19500
20180829 111559;508;508.35;508;508.35;7800
20180829 111659;508.35;508.35;508.05;508.05;11700
20180829 111759;508.3;508.5;508.3;508.5;9100
20180829 111859;508.5;508.5;508.5;508.5;5200
20180829 111959;508.35;508.35;508.1;508.1;9100
20180829 112059;508.1;508.1;508;508;3900
20180829 112159;508;508;508;508;3900
20180829 112259;508;508;508;508;6500
20180829 112359;508;508;507.8;507.8;3900
20180829 112459;507.8;507.8;507.8;507.8;6500
20180829 112559;507.55;507.55;507.55;507.55;2600
