20180829 091659;231.3;232.9;229.1;231.3;1132000
20180829 091759;231.7;234.45;231.65;234;980000
20180829 091859;233.8;235.65;233.75;235.6;956000
20180829 091959;236;236.55;234.65;234.65;920000
20180829 092059;234.65;235.15;234.45;234.8;476000
20180829 092159;234.8;235.6;234.75;235;648000
20180829 092259;235.05;235.35;233.6;234.25;728000
20180829 092359;234.25;235.25;233.95;233.95;772000
20180829 092459;234.15;234.8;234;234.8;400000
20180829 092559;234.8;235.65;234.7;235.6;444000
20180829 092659;235.45;235.5;234.75;234.9;424000
20180829 092759;234.8;235.2;234.8;235.2;268000
20180829 092859;235.2;235.85;235.1;235.55;788000
20180829 092959;235.65;236.5;235.45;235.8;640000
20180829 093059;235.8;235.8;234.35;234.7;372000
20180829 093159;234.9;235.15;234.55;234.95;280000
20180829 093259;235;235.05;234.5;234.5;156000
20180829 093359;234.5;234.5;233.05;233.5;572000
20180829 093459;233.5;233.9;233.5;233.5;128000
20180829 093559;233.65;233.65;233;233;212000
20180829 093659;232.85;233.65;232.85;233.2;220000
20180829 093759;233.3;234.25;232.85;234.25;216000
20180829 093859;234.25;234.25;233.85;234.25;156000
20180829 093959;234.25;234.6;234.1;234.55;152000
20180829 094059;234.45;234.65;233.55;233.65;300000
20180829 094159;233.7;234.05;233.7;233.95;76000
20180829 094259;233.9;233.9;232.3;232.3;512000
20180829 094359;232.35;232.5;230.9;231;800000
20180829 094459;231.15;232;230.9;231.75;324000
20180829 094559;231.75;231.75;230.65;230.65;268000
20180829 094659;230.55;230.55;228.6;229.95;1020000
20180829 094759;230.2;230.4;229.45;230.4;404000
20180829 094859;230.35;231.05;230.25;230.75;276000
20180829 094959;230.8;231.45;230.5;231.4;204000
20180829 095059;231.2;231.8;230.85;231.05;216000
20180829 095159;231.05;231.45;230.8;231.45;116000
20180829 095259;231.45;231.5;230.8;231;112000
20180829 095359;230.85;231.9;230.85;231.65;188000
20180829 095459;231.65;231.75;231.05;231.3;124000
20180829 095559;231.5;231.8;231.35;231.7;68000
20180829 095659;231.7;231.85;231.55;231.85;40000
20180829 095759;231.85;232;231.5;231.6;88000
20180829 095859;231.6;231.85;231.6;231.8;52000
20180829 095959;231.8;231.8;231;231.1;168000
20180829 100059;231.1;231.15;230.75;230.75;84000
20180829 100159;230.9;231.35;230.9;231.2;60000
20180829 100259;231.4;231.7;231.15;231.15;80000
20180829 100359;231.2;231.35;230.9;231.35;52000
20180829 100459;231.15;231.35;231.15;231.35;32000
20180829 100559;231.1;231.6;231.1;231.55;44000
20180829 100659;231.5;231.8;231.45;231.75;40000
20180829 100759;231.65;232.5;231.65;232.45;180000
20180829 100859;232.5;232.75;231.9;231.9;144000
20180829 100959;231.5;232.2;231.5;231.9;144000
20180829 101059;231.9;231.95;231.8;231.8;28000
20180829 101159;231.8;231.95;231.65;231.9;44000
20180829 101259;231.75;231.75;231.05;231.05;120000
20180829 101359;231.1;231.3;231.05;231.2;176000
20180829 101459;231.15;231.15;230.9;231.1;84000
20180829 101559;231.05;231.15;230.9;231;100000
20180829 101659;230.9;231.1;230.9;231.05;56000
20180829 101759;231.05;231.1;231;231.05;20000
20180829 101859;231.15;231.3;231;231.15;60000
20180829 101959;231.25;231.25;231;231;32000
20180829 102059;231;231;230.9;231;24000
20180829 102159;230.85;230.85;229.7;229.8;276000
20180829 102259;229.7;230;229.7;229.8;28000
20180829 102359;230;230.2;229.8;229.85;52000
20180829 102459;230;230;229.65;229.65;68000
20180829 102559;229.55;229.55;229.1;229.1;132000
20180829 102659;229.1;229.25;226.4;226.9;980000
20180829 102759;226.95;228.15;226.8;227.9;344000
20180829 102859;228;228.45;227.5;228.45;152000
20180829 102959;228.3;228.35;228;228.35;76000
20180829 103059;228.45;228.65;228;228.25;112000
20180829 103159;228.2;228.45;228.05;228.2;56000
20180829 103259;228;228.05;227.75;227.85;84000
20180829 103359;227.95;227.95;227.75;227.95;56000
20180829 103459;227.85;228.35;227.75;228.1;168000
20180829 103559;228.1;228.2;227.2;227.3;128000
20180829 103659;227.65;227.95;227.5;227.55;168000
20180829 103759;227.8;227.85;227.65;227.8;52000
20180829 103859;227.25;227.5;226.7;226.7;212000
20180829 103959;226.75;226.9;225.95;226.55;356000
20180829 104059;226.25;226.65;226.1;226.65;100000
20180829 104159;226.85;226.9;225.65;225.7;272000
20180829 104259;225.7;226.05;224.5;225.15;724000
20180829 104359;225.25;225.7;225.15;225.6;108000
20180829 104459;225.8;225.9;225.25;225.3;112000
20180829 104559;225.35;225.7;225.3;225.6;100000
20180829 104659;225.75;226.5;225.75;226.5;188000
20180829 104759;226.4;226.55;226.35;226.45;100000
20180829 104859;226.5;226.75;226.5;226.7;96000
20180829 104959;226.75;227.1;226.6;226.8;132000
20180829 105059;226.8;226.9;226.6;226.6;52000
20180829 105159;226.7;227;226.7;226.9;36000
20180829 105259;227;227.1;226.75;226.95;96000
20180829 105359;226.8;227;226.35;226.35;124000
20180829 105459;226.2;226.25;225.8;226.2;140000
20180829 105559;226.45;226.65;226.25;226.25;64000
20180829 105659;226.25;226.35;226.2;226.35;28000
20180829 105759;226.2;226.35;226.15;226.35;24000
20180829 105859;226.2;226.45;226.2;226.45;36000
20180829 105959;226.5;226.7;226.45;226.7;64000
20180829 110059;226.75;227.5;226.75;227.35;184000
20180829 110159;227.2;227.55;227;227.15;100000
20180829 110259;227.05;227.05;226.2;226.4;96000
20180829 110359;226.3;226.35;225.9;225.95;160000
20180829 110459;225.95;226.4;225.95;226.4;88000
20180829 110559;226.4;226.4;226.4;226.4;20000
20180829 110659;226.4;226.5;226.2;226.5;36000
20180829 110759;226.6;226.6;226.15;226.3;56000
20180829 110859;226.15;226.4;226.15;226.25;36000
20180829 110959;226.1;226.1;225.8;226;60000
20180829 111059;225.8;225.95;225.55;225.55;48000
20180829 111159;225.75;225.95;225.55;225.95;52000
20180829 111259;226;226.3;226;226.3;104000
20180829 111359;226.3;226.65;226.3;226.65;112000
20180829 111459;226.6;226.6;226.25;226.25;36000
20180829 111559;226.3;226.5;226.3;226.5;16000
20180829 111659;226.4;226.5;226.4;226.5;80000
20180829 111759;226.55;226.55;226.35;226.35;8000
20180829 111859;226.55;227.05;226.55;227.05;124000
20180829 111959;227.05;227.4;227.05;227.25;144000
20180829 112059;227.3;227.4;227.1;227.1;52000
20180829 112159;227.05;227.4;226.9;227;64000
20180829 112259;227;227;226.7;226.7;28000
20180829 112359;226.7;226.9;226.65;226.65;64000
20180829 112459;226.8;227;226.8;226.8;64000
20180829 112559;226.85;226.85;226.4;226.45;52000
20180829 112659;226.45;226.7;226.45;226.7;12000
20180829 112759;226.8;226.8;226.65;226.65;32000
20180829 112859;226.6;226.6;226.1;226.4;92000
20180829 112959;226.2;226.7;226.15;226.5;248000
20180829 113059;226.5;226.5;225.75;225.75;92000
20180829 113159;225.7;226.25;225.65;226.15;104000
20180829 113259;226.15;226.25;226.1;226.1;64000
20180829 113359;226;226.1;225.8;225.8;36000
20180829 113459;225.8;225.85;225.75;225.75;32000
20180829 113559;226;226.25;225.85;226.25;20000
20180829 113659;226.1;226.15;226.1;226.1;16000
20180829 113759;226.05;226.2;226;226.2;16000
20180829 113859;226.2;226.55;226;226.55;48000
20180829 113959;226.5;226.5;226;226;48000
20180829 114059;226;226.5;226;226.4;40000
20180829 114159;226.4;226.4;226.2;226.2;20000
20180829 114259;226.05;226.2;226.05;226.2;8000
20180829 114359;226.2;226.2;226.2;226.2;4000
20180829 114459;226.15;226.4;226.15;226.4;16000
20180829 114559;226.35;226.4;226.15;226.4;16000
20180829 114659;226.2;226.4;226.2;226.4;16000
20180829 114759;226.4;226.55;226.4;226.55;36000
20180829 114859;226.6;226.9;226.6;226.6;48000
20180829 114959;226.55;226.55;226.45;226.55;20000
20180829 115059;226.55;226.65;226.5;226.5;40000
20180829 115159;226.5;226.9;226.5;226.9;16000
20180829 115259;226.9;227;226.75;226.85;48000
20180829 115359;226.9;227.55;226.9;227.3;216000
20180829 115459;227.2;227.45;226.85;226.85;76000
20180829 115559;226.5;227.05;226.5;226.85;52000
20180829 115659;226.6;226.6;226.3;226.3;56000
20180829 115759;226.3;226.75;226.3;226.75;40000
20180829 115859;226.8;226.8;226.8;226.8;4000
20180829 115959;226.6;226.6;226.3;226.3;8000
20180829 120059;226.3;226.5;226.3;226.45;16000
20180829 120159;226.5;226.75;226.5;226.75;12000
20180829 120259;226.5;226.5;226.5;226.5;4000
20180829 120359;226.5;226.5;226.5;226.5;24000
20180829 120459;226.5;226.5;226.1;226.1;76000
20180829 120559;226.2;226.2;226;226;32000
20180829 120659;226.35;226.35;226.15;226.15;16000
20180829 120759;226.3;226.3;226.3;226.3;8000
20180829 120859;226.4;226.4;226.4;226.4;12000
20180829 120959;226.4;226.5;226.4;226.5;20000
