20180829 090859;18870;18870;18870;18870;14
20180829 091659;18900;18947.3;18886.1;18900;47
20180829 091759;18900;18935.8;18890.6;18935.8;44
20180829 091859;18925.1;18925.1;18841.8;18841.8;50
20180829 091959;18844.3;18849.8;18825.8;18825.9;54
20180829 092059;18819.8;18825.9;18819.8;18825.9;5
20180829 092159;18836.9;18836.9;18816.1;18816.7;38
20180829 092259;18828.9;18839.9;18822.9;18839.8;18
20180829 092359;18838.3;18854;18838.3;18840.2;18
20180829 092459;18837.7;18850.1;18821.1;18821.2;32
20180829 092559;18837.8;18837.8;18837.8;18837.8;1
20180829 092759;18833;18839.6;18823.1;18832;44
20180829 092859;18823;18823;18815.1;18822.9;16
20180829 092959;18815;18815;18750;18750;52
20180829 093059;18757.4;18779.3;18747;18778;34
20180829 093159;18800;18800;18755.7;18793.2;30
20180829 093259;18759.2;18784.9;18759.2;18784.9;3
20180829 093359;18780;18780;18768.7;18768.7;6
20180829 093559;18790.8;18828.7;18790.8;18810.3;86
20180829 093659;18800;18800;18790;18790;21
20180829 093759;18771.1;18790;18771.1;18790;14
20180829 093859;18797.8;18797.8;18760;18776.9;44
20180829 093959;18756.9;18797.8;18756.9;18797.8;94
20180829 094059;18796.7;18796.7;18775.6;18775.6;5
20180829 094259;18781.8;18811.6;18781.8;18800;26
20180829 094359;18800;18805.1;18800;18805.1;5
20180829 094459;18815;18823.2;18809.6;18809.6;26
20180829 094559;18809.6;18809.6;18809.6;18809.6;9
20180829 094659;18800.1;18812.3;18800.1;18812.3;5
20180829 094759;18812.3;18812.3;18812.3;18812.3;3
20180829 094859;18812.1;18812.1;18812.1;18812.1;3
20180829 094959;18801.4;18801.4;18801.4;18801.4;3
20180829 095059;18800;18831.8;18800;18831.8;32
20180829 095159;18831.8;18979.9;18831.8;18965;436
20180829 095259;18965;18980;18909.8;18944.2;181
20180829 095359;18946.2;18980;18923.8;18980;89
20180829 095459;18989.9;18989.9;18975;18980.1;19
20180829 095559;18955.1;18977.6;18921.3;18938.5;179
20180829 095659;18933.1;18950;18933.1;18939.7;49
20180829 095759;18922.3;18960;18920.6;18939.4;58
20180829 095859;18950.3;18950.3;18928.3;18936.8;12
20180829 095959;18936.8;18960;18922.1;18960;25
20180829 100059;18960;18960;18959.6;18959.6;2
20180829 100159;18961.9;18989.1;18952.9;18989.1;109
20180829 100259;18989.1;19013.6;18982.8;18992.7;205
20180829 100359;19014.1;19020;18981.3;18988.2;78
20180829 100459;18997.9;18997.9;18980.1;18990.1;66
20180829 100559;18985.4;19002;18985.4;19000;48
20180829 100659;19008.8;19008.8;19000.2;19000.2;33
20180829 100759;19000.1;19050;19000.1;19017.3;86
20180829 100859;19032.9;19044.4;19021.6;19033;38
20180829 100959;19035;19038.4;19010.1;19010.1;69
20180829 101059;19010;19012;18989.7;18992.5;48
20180829 101159;18987.9;19001.6;18981.1;18994.9;23
20180829 101259;18992;18992;18950;18973.3;69
20180829 101359;18960.8;18977.7;18960.4;18977.4;70
20180829 101459;18977.3;19002.2;18977.3;18999.4;111
20180829 101559;18985.3;19026;18985.3;19026;32
20180829 101659;19032.8;19032.8;19032.8;19032.8;30
20180829 101759;19032.8;19032.8;19032.8;19032.8;33
20180829 101859;19032.8;19035;19032.8;19035;31
20180829 101959;19035;19035;19003.2;19003.4;48
20180829 102059;19003;19020;19000.2;19020;8
20180829 102159;19005.7;19020;19005.7;19020;39
20180829 102259;19026.7;19090;19025.8;19087.8;166
20180829 102359;19087.8;19101.1;19081.1;19081.7;156
20180829 102459;19081.1;19081.1;19050;19050;14
20180829 102559;19053.7;19068.8;19053.7;19068.8;25
20180829 102659;19067.8;19076.3;19026.2;19031.6;100
20180829 102759;19040.8;19047;19032;19032;29
20180829 102859;19033.1;19044.6;19033;19033;10
20180829 102959;19034;19044;19034;19040;7
20180829 103059;19052.7;19063.3;19052.7;19054.9;25
20180829 103159;19055;19069.2;19055;19066.8;23
20180829 103259;19057;19057;19057;19057;1
20180829 103359;19067.9;19080;19067.9;19080;27
20180829 103459;19088;19089.6;19088;19089.6;15
20180829 103559;19093.4;19099.9;19093.4;19098;44
20180829 103659;19097.9;19097.9;19057.9;19058.1;70
20180829 103759;19064.8;19064.8;19064.8;19064.8;1
20180829 103859;19060;19060;19059.3;19059.3;2
20180829 103959;19076.4;19076.4;19076.4;19076.4;3
20180829 104059;19081.3;19084.5;19076.4;19084.5;18
20180829 104159;19099.9;19099.9;19085.6;19085.6;26
20180829 104259;19085.3;19099;19085.3;19099;12
20180829 104359;19099.8;19099.9;19098.5;19098.5;4
20180829 104459;19099.8;19099.8;19070.5;19090.7;64
20180829 104559;19089.7;19089.7;19089.7;19089.7;1
20180829 104659;19100;19100;19077.8;19077.8;106
20180829 104759;19085.3;19085.3;19071.7;19071.7;12
20180829 104859;19082.6;19082.6;19067.9;19069;7
20180829 104959;19082.1;19082.1;19067.7;19070.8;58
20180829 105059;19090;19131.2;19088.7;19122.1;243
20180829 105159;19126.3;19133.2;19100;19133;117
20180829 105259;19121.6;19151;19121.4;19138.2;157
20180829 105359;19159;19166.2;19131.2;19131.2;83
20180829 105459;19138.9;19154.8;19137;19150;64
20180829 105559;19146;19163.4;19145;19160;83
20180829 105659;19165.1;19190;19165.1;19171.5;55
20180829 105759;19171.6;19182.6;19171.6;19171.9;25
20180829 105859;19172;19184.6;19172;19179.2;36
20180829 105959;19171;19173.7;19159.8;19159.8;364
20180829 110059;19159.8;19160.1;19139;19139.3;171
20180829 110159;19151.3;19154.9;19139.3;19154.9;56
20180829 110259;19160;19184.6;19160;19165.9;46
20180829 110359;19170.3;19174.9;19161.7;19164.9;28
20180829 110459;19174;19178.8;19165.6;19165.6;40
20180829 110659;19166.8;19190;19166.7;19179.8;47
20180829 110759;19190;19190;19177.1;19190;122
20180829 110859;19187.8;19190;19170.8;19170.8;63
20180829 110959;19180.4;19180.4;19170;19180.4;18
