<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070111,09:55,3846.10,3852.35,3846.10,3852.35,0
^NSEI,20070111,09:56,3839.90,3840.05,3838.30,3840.05,0
^NSEI,20070111,09:57,3841.65,3851.25,3841.65,3851.25,0
^NSEI,20070111,09:58,3854.45,3860.95,3854.45,3860.95,0
^NSEI,20070111,09:59,3861.65,3869.30,3861.65,3869.00,0
^NSEI,20070111,10:00,3869.75,3870.35,3868.90,3870.35,0
^NSEI,20070111,10:01,3869.05,3872.75,3869.05,3872.75,0
^NSEI,20070111,10:02,3875.55,3877.55,3873.05,3873.70,0
^NSEI,20070111,10:03,3873.10,3873.10,3868.25,3868.25,0
^NSEI,20070111,10:04,3869.00,3871.50,3869.00,3871.50,0
^NSEI,20070111,10:05,3871.70,3871.70,3870.95,3870.95,0
^NSEI,20070111,10:06,3870.80,3874.35,3870.80,3874.35,0
^NSEI,20070111,10:07,3873.95,3874.20,3873.05,3874.20,0
^NSEI,20070111,10:08,3875.05,3877.20,3874.95,3877.20,0
^NSEI,20070111,10:09,3878.95,3881.90,3878.95,3881.90,0
^NSEI,20070111,10:10,3882.25,3884.35,3882.25,3884.35,0
^NSEI,20070111,10:11,3883.95,3883.95,3878.40,3878.40,0
^NSEI,20070111,10:12,3874.60,3877.80,3874.60,3874.75,0
^NSEI,20070111,10:13,3875.20,3875.45,3874.05,3875.45,0
^NSEI,20070111,10:14,3876.25,3877.30,3876.25,3876.90,0
^NSEI,20070111,10:15,3879.20,3880.00,3877.90,3880.00,0
^NSEI,20070111,10:16,3879.90,3880.80,3879.90,3880.80,0
^NSEI,20070111,10:17,3881.50,3882.65,3881.50,3882.65,0
^NSEI,20070111,10:18,3876.10,3880.20,3876.10,3877.35,0
^NSEI,20070111,10:19,3873.25,3875.20,3873.25,3873.40,0
^NSEI,20070111,10:20,3872.85,3872.85,3871.35,3871.35,0
^NSEI,20070111,10:21,3872.00,3874.25,3872.00,3874.25,0
^NSEI,20070111,10:22,3873.15,3874.15,3872.60,3873.15,0
^NSEI,20070111,10:23,3871.80,3872.55,3871.80,3871.90,0
^NSEI,20070111,10:24,3866.90,3870.70,3866.90,3867.05,0
^NSEI,20070111,10:25,3866.80,3867.00,3865.50,3865.50,0
^NSEI,20070111,10:26,3865.60,3866.95,3865.60,3866.95,0
^NSEI,20070111,10:27,3869.55,3869.55,3867.45,3868.85,0
^NSEI,20070111,10:28,3869.75,3871.25,3869.40,3869.40,0
^NSEI,20070111,10:29,3869.55,3869.55,3868.40,3868.40,0
^NSEI,20070111,10:30,3868.05,3868.05,3867.30,3867.95,0
^NSEI,20070111,10:31,3866.65,3867.00,3866.00,3866.80,0
^NSEI,20070111,10:32,3868.35,3868.40,3867.10,3868.40,0
^NSEI,20070111,10:33,3870.05,3870.05,3868.65,3869.65,0
^NSEI,20070111,10:34,3871.90,3871.90,3869.95,3871.30,0
^NSEI,20070111,10:35,3872.45,3873.60,3872.45,3873.45,0
^NSEI,20070111,10:36,3873.80,3874.50,3873.80,3873.90,0
^NSEI,20070111,10:37,3871.95,3873.60,3871.95,3872.55,0
^NSEI,20070111,10:38,3870.45,3871.15,3870.45,3870.75,0
^NSEI,20070111,10:39,3871.45,3871.45,3871.25,3871.30,0
^NSEI,20070111,10:40,3870.60,3870.60,3869.35,3869.35,0
^NSEI,20070111,10:41,3869.00,3869.00,3865.45,3865.45,0
^NSEI,20070111,10:42,3863.40,3865.10,3863.40,3865.10,0
^NSEI,20070111,10:43,3864.75,3865.30,3863.95,3863.95,0
^NSEI,20070111,10:44,3862.40,3863.15,3862.40,3863.15,0
^NSEI,20070111,10:45,3862.65,3862.65,3860.15,3860.95,0
^NSEI,20070111,10:46,3859.80,3860.10,3858.00,3858.00,0
^NSEI,20070111,10:47,3857.85,3858.00,3856.95,3856.95,0
^NSEI,20070111,10:48,3857.25,3857.25,3854.55,3854.70,0
^NSEI,20070111,10:49,3853.50,3853.50,3851.30,3851.95,0
^NSEI,20070111,10:50,3852.05,3855.35,3852.05,3855.35,0
^NSEI,20070111,10:51,3856.10,3858.55,3855.80,3858.55,0
^NSEI,20070111,10:52,3859.80,3859.90,3858.60,3858.60,0
^NSEI,20070111,10:53,3860.65,3860.75,3860.10,3860.75,0
^NSEI,20070111,10:54,3859.85,3860.50,3859.70,3859.95,0
^NSEI,20070111,10:55,3859.35,3859.80,3859.35,3859.35,0
^NSEI,20070111,10:56,3858.40,3858.40,3856.55,3856.55,0
^NSEI,20070111,10:57,3855.80,3855.90,3854.05,3854.05,0
^NSEI,20070111,10:58,3851.00,3853.80,3851.00,3851.80,0
^NSEI,20070111,10:59,3851.30,3852.40,3851.25,3851.25,0
^NSEI,20070111,11:00,3844.20,3850.05,3844.20,3845.10,0
^NSEI,20070111,11:01,3844.60,3846.45,3844.60,3846.25,0
^NSEI,20070111,11:02,3849.15,3849.50,3846.10,3849.50,0
^NSEI,20070111,11:03,3850.15,3850.15,3850.15,3850.15,0
^NSEI,20070111,11:04,3853.60,3853.60,3849.80,3852.50,0
^NSEI,20070111,11:05,3854.30,3855.15,3854.30,3854.70,0
^NSEI,20070111,11:06,3854.30,3855.95,3854.30,3855.95,0
^NSEI,20070111,11:07,3856.45,3856.45,3855.65,3856.45,0
^NSEI,20070111,11:08,3855.05,3855.05,3851.60,3851.60,0
^NSEI,20070111,11:09,3850.20,3850.50,3850.15,3850.50,0
^NSEI,20070111,11:10,3851.00,3852.15,3851.00,3851.80,0
^NSEI,20070111,11:11,3852.45,3852.80,3852.25,3852.80,0
^NSEI,20070111,11:12,3852.75,3853.70,3852.75,3853.70,0
