<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070122,10:35,4088.60,4090.35,4088.30,4090.35,0
^NSEI,20070122,10:36,4090.55,4093.15,4090.55,4093.15,0
^NSEI,20070122,10:37,4093.35,4093.70,4093.25,4093.70,0
^NSEI,20070122,10:38,4094.55,4095.85,4094.55,4095.40,0
^NSEI,20070122,10:39,4095.10,4095.30,4094.55,4095.05,0
^NSEI,20070122,10:40,4093.45,4093.95,4093.20,4093.20,0
^NSEI,20070122,10:41,4093.10,4093.20,4092.55,4092.70,0
^NSEI,20070122,10:42,4092.60,4093.20,4092.20,4093.20,0
^NSEI,20070122,10:43,4092.90,4093.40,4092.45,4093.40,0
^NSEI,20070122,10:44,4093.20,4093.20,4092.40,4092.90,0
^NSEI,20070122,10:45,4093.15,4093.65,4093.05,4093.65,0
^NSEI,20070122,10:46,4093.65,4093.65,4092.35,4092.90,0
^NSEI,20070122,10:47,4092.45,4092.75,4091.10,4091.10,0
^NSEI,20070122,10:48,4091.05,4091.05,4089.90,4090.75,0
^NSEI,20070122,10:49,4090.85,4091.20,4090.40,4090.95,0
^NSEI,20070122,10:50,4091.15,4092.75,4090.90,4092.55,0
^NSEI,20070122,10:51,4092.80,4092.80,4091.35,4091.35,0
^NSEI,20070122,10:52,4090.55,4090.90,4089.25,4089.25,0
^NSEI,20070122,10:53,4087.75,4087.75,4086.65,4086.65,0
^NSEI,20070122,10:54,4086.45,4086.45,4084.30,4084.35,0
^NSEI,20070122,10:55,4084.30,4086.75,4084.30,4086.15,0
^NSEI,20070122,10:56,4086.30,4086.60,4086.15,4086.15,0
^NSEI,20070122,10:57,4086.35,4086.35,4085.15,4085.20,0
^NSEI,20070122,10:58,4084.95,4086.45,4084.80,4086.45,0
^NSEI,20070122,10:59,4086.55,4087.20,4086.55,4087.05,0
^NSEI,20070122,11:00,4087.05,4087.05,4086.75,4086.90,0
^NSEI,20070122,11:01,4087.40,4089.05,4087.40,4088.80,0
^NSEI,20070122,11:02,4089.40,4090.00,4088.65,4089.75,0
^NSEI,20070122,11:03,4089.75,4090.85,4089.75,4090.60,0
^NSEI,20070122,11:04,4091.00,4091.50,4091.00,4091.40,0
^NSEI,20070122,11:05,4091.45,4091.90,4091.25,4091.75,0
^NSEI,20070122,11:06,4091.35,4091.35,4090.35,4090.95,0
^NSEI,20070122,11:07,4091.10,4091.25,4089.95,4089.95,0
^NSEI,20070122,11:08,4091.40,4092.15,4091.05,4092.00,0
^NSEI,20070122,11:09,4091.80,4092.45,4091.70,4092.25,0
^NSEI,20070122,11:10,4092.40,4093.55,4092.20,4093.05,0
^NSEI,20070122,11:11,4093.10,4093.70,4093.05,4093.55,0
^NSEI,20070122,11:12,4093.45,4093.50,4093.00,4093.00,0
^NSEI,20070122,11:13,4093.00,4093.00,4092.00,4092.00,0
^NSEI,20070122,11:14,4092.35,4092.35,4091.90,4091.90,0
^NSEI,20070122,11:15,4091.85,4093.45,4091.85,4092.95,0
^NSEI,20070122,11:16,4093.25,4093.25,4092.70,4092.70,0
^NSEI,20070122,11:17,4092.75,4093.00,4092.10,4092.10,0
^NSEI,20070122,11:18,4092.05,4092.10,4091.75,4092.10,0
^NSEI,20070122,11:19,4092.75,4092.95,4092.20,4092.70,0
^NSEI,20070122,11:20,4092.65,4092.65,4091.90,4091.95,0
^NSEI,20070122,11:21,4090.90,4091.15,4090.15,4090.15,0
^NSEI,20070122,11:22,4089.75,4090.70,4088.90,4088.90,0
^NSEI,20070122,11:23,4088.90,4088.90,4086.70,4086.70,0
^NSEI,20070122,11:24,4086.75,4087.20,4086.25,4087.05,0
^NSEI,20070122,11:25,4086.65,4086.65,4084.80,4084.80,0
^NSEI,20070122,11:26,4084.60,4084.60,4082.05,4082.05,0
^NSEI,20070122,11:27,4081.55,4081.95,4080.90,4081.40,0
^NSEI,20070122,11:28,4081.15,4081.80,4081.15,4081.40,0
^NSEI,20070122,11:29,4081.50,4082.80,4081.50,4082.50,0
^NSEI,20070122,11:30,4082.55,4082.55,4082.05,4082.30,0
^NSEI,20070122,11:31,4082.75,4083.75,4082.75,4083.05,0
^NSEI,20070122,11:32,4083.40,4084.40,4083.20,4084.35,0
^NSEI,20070122,11:33,4084.15,4085.50,4084.15,4085.25,0
^NSEI,20070122,11:34,4085.45,4085.55,4085.05,4085.10,0
^NSEI,20070122,11:35,4084.85,4085.35,4084.50,4084.65,0
^NSEI,20070122,11:36,4084.30,4084.50,4084.00,4084.15,0
^NSEI,20070122,11:37,4084.55,4084.55,4083.55,4083.55,0
^NSEI,20070122,11:38,4083.50,4083.75,4083.15,4083.20,0
^NSEI,20070122,11:39,4083.25,4083.25,4082.75,4082.75,0
^NSEI,20070122,11:40,4082.95,4082.95,4082.45,4082.90,0
^NSEI,20070122,11:41,4082.45,4082.60,4081.20,4081.20,0
^NSEI,20070122,11:42,4081.10,4081.10,4079.80,4079.80,0
^NSEI,20070122,11:43,4079.30,4079.30,4078.20,4078.20,0
^NSEI,20070122,11:44,4077.50,4077.80,4076.95,4077.35,0
^NSEI,20070122,11:45,4077.00,4079.10,4077.00,4079.10,0
^NSEI,20070122,11:46,4079.15,4080.75,4079.15,4080.70,0
^NSEI,20070122,11:47,4080.80,4081.35,4080.55,4081.35,0
^NSEI,20070122,11:48,4081.70,4082.50,4081.70,4082.50,0
^NSEI,20070122,11:49,4082.85,4083.70,4082.80,4083.70,0
^NSEI,20070122,11:50,4083.70,4083.70,4082.20,4082.40,0
^NSEI,20070122,11:51,4081.95,4081.95,4079.55,4079.55,0
^NSEI,20070122,11:52,4079.20,4079.20,4078.35,4078.40,0
^NSEI,20070122,11:53,4079.40,4079.40,4077.65,4077.65,0
^NSEI,20070122,11:54,4077.45,4077.45,4075.80,4076.10,0
^NSEI,20070122,11:55,4075.20,4075.20,4073.50,4073.50,0
^NSEI,20070122,11:56,4073.45,4074.80,4073.45,4074.80,0
^NSEI,20070122,11:57,4074.75,4074.75,4073.35,4073.35,0
^NSEI,20070122,11:58,4073.80,4073.80,4073.05,4073.50,0
^NSEI,20070122,11:59,4073.35,4073.35,4072.10,4072.10,0
^NSEI,20070122,12:00,4072.05,4072.85,4071.85,4072.85,0
^NSEI,20070122,12:01,4073.20,4074.00,4073.20,4073.40,0
^NSEI,20070122,12:02,4073.50,4074.65,4073.45,4073.45,0
^NSEI,20070122,12:03,4074.55,4075.00,4074.45,4074.75,0
^NSEI,20070122,12:04,4075.05,4075.80,4075.05,4075.65,0
^NSEI,20070122,12:05,4076.55,4077.35,4076.45,4076.75,0
^NSEI,20070122,12:06,4076.95,4077.10,4075.80,4076.40,0
^NSEI,20070122,12:07,4075.80,4076.60,4075.80,4076.50,0
^NSEI,20070122,12:08,4076.00,4077.50,4076.00,4077.10,0
^NSEI,20070122,12:09,4078.20,4078.70,4077.65,4078.50,0
^NSEI,20070122,12:10,4078.45,4079.60,4078.20,4079.10,0
^NSEI,20070122,12:11,4079.30,4079.75,4079.05,4079.55,0
^NSEI,20070122,12:12,4079.80,4080.10,4079.60,4080.10,0
^NSEI,20070122,12:13,4081.10,4081.10,4080.35,4080.65,0
^NSEI,20070122,12:14,4080.75,4080.95,4080.35,4080.65,0
^NSEI,20070122,12:15,4080.65,4080.65,4079.80,4079.80,0
^NSEI,20070122,12:16,4078.65,4078.65,4077.65,4077.65,0
^NSEI,20070122,12:17,4077.60,4077.65,4075.50,4075.50,0
^NSEI,20070122,12:18,4076.25,4076.25,4074.50,4075.35,0
^NSEI,20070122,12:19,4074.40,4074.40,4072.85,4072.85,0
^NSEI,20070122,12:20,4073.40,4073.40,4071.80,4071.80,0
^NSEI,20070122,12:21,4071.90,4071.90,4071.15,4071.25,0
^NSEI,20070122,12:22,4071.15,4071.35,4070.45,4070.50,0
^NSEI,20070122,12:23,4070.05,4070.80,4070.05,4070.80,0
^NSEI,20070122,12:24,4071.65,4073.85,4071.65,4073.30,0
^NSEI,20070122,12:25,4074.65,4075.75,4074.65,4075.75,0
^NSEI,20070122,12:26,4075.70,4076.25,4075.70,4076.25,0
^NSEI,20070122,12:27,4075.90,4076.75,4075.90,4076.40,0
^NSEI,20070122,12:28,4076.85,4077.55,4076.85,4077.55,0
^NSEI,20070122,12:29,4077.05,4078.65,4077.05,4078.25,0
^NSEI,20070122,12:30,4078.60,4078.85,4078.60,4078.70,0
^NSEI,20070122,12:31,4078.50,4078.50,4078.20,4078.45,0
^NSEI,20070122,12:32,4078.10,4079.00,4078.10,4079.00,0
^NSEI,20070122,12:33,4079.30,4080.35,4079.30,4080.20,0
^NSEI,20070122,12:34,4080.50,4080.95,4080.50,4080.95,0
^NSEI,20070122,12:35,4081.25,4082.25,4081.25,4081.90,0
^NSEI,20070122,12:36,4082.10,4082.30,4081.65,4081.95,0
^NSEI,20070122,12:37,4081.95,4082.45,4081.85,4082.30,0
^NSEI,20070122,12:38,4082.20,4082.75,4081.50,4082.60,0
^NSEI,20070122,12:39,4082.15,4082.90,4082.00,4082.55,0
^NSEI,20070122,12:40,4082.45,4082.90,4082.30,4082.40,0
^NSEI,20070122,12:41,4082.35,4082.80,4081.60,4081.60,0
^NSEI,20070122,12:42,4081.45,4081.45,4081.10,4081.30,0
^NSEI,20070122,12:43,4081.45,4081.60,4081.15,4081.20,0
^NSEI,20070122,12:44,4081.40,4081.95,4081.40,4081.75,0
^NSEI,20070122,12:45,4081.95,4082.15,4081.70,4081.85,0
^NSEI,20070122,12:46,4081.65,4081.95,4081.55,4081.60,0
^NSEI,20070122,12:47,4081.65,4082.65,4081.65,4082.65,0
^NSEI,20070122,12:48,4082.60,4083.15,4082.30,4083.15,0
^NSEI,20070122,12:49,4083.40,4085.45,4083.40,4085.00,0
^NSEI,20070122,12:50,4085.85,4089.95,4085.85,4089.95,0
^NSEI,20070122,12:51,4090.00,4090.40,4089.75,4090.20,0
^NSEI,20070122,12:52,4091.05,4092.95,4090.90,4092.15,0
^NSEI,20070122,12:53,4091.55,4091.85,4090.80,4090.80,0
^NSEI,20070122,12:54,4090.80,4090.85,4089.70,4090.10,0
^NSEI,20070122,12:55,4089.20,4089.20,4087.90,4087.90,0
^NSEI,20070122,12:56,4087.65,4087.65,4086.55,4086.60,0
^NSEI,20070122,12:57,4086.60,4086.60,4085.85,4085.85,0
^NSEI,20070122,12:58,4085.90,4086.10,4085.45,4085.80,0
^NSEI,20070122,12:59,4085.80,4085.85,4085.45,4085.85,0
^NSEI,20070122,13:00,4086.20,4087.65,4086.20,4087.55,0
^NSEI,20070122,13:01,4087.45,4089.05,4087.20,4089.05,0
^NSEI,20070122,13:02,4089.00,4089.95,4089.00,4089.95,0
^NSEI,20070122,13:03,4089.75,4090.20,4089.75,4090.20,0
^NSEI,20070122,13:04,4090.30,4090.80,4089.95,4090.65,0
^NSEI,20070122,13:05,4090.55,4091.65,4090.45,4091.60,0
^NSEI,20070122,13:06,4091.55,4091.55,4090.65,4090.65,0
^NSEI,20070122,13:07,4090.30,4090.70,4090.00,4090.15,0
^NSEI,20070122,13:08,4090.15,4090.15,4089.50,4089.60,0
^NSEI,20070122,13:09,4088.95,4089.20,4088.95,4089.20,0
^NSEI,20070122,13:10,4089.10,4089.10,4088.50,4088.90,0
^NSEI,20070122,13:11,4088.75,4088.90,4088.15,4088.15,0
^NSEI,20070122,13:12,4087.85,4087.85,4086.90,4086.90,0
^NSEI,20070122,13:13,4086.95,4087.00,4086.20,4086.55,0
^NSEI,20070122,13:14,4086.75,4087.50,4086.55,4087.20,0
^NSEI,20070122,13:15,4087.75,4088.55,4087.40,4088.55,0
^NSEI,20070122,13:16,4088.95,4090.05,4088.90,4089.90,0
^NSEI,20070122,13:17,4090.40,4091.35,4090.40,4091.35,0
^NSEI,20070122,13:18,4091.65,4091.65,4091.10,4091.40,0
^NSEI,20070122,13:19,4091.30,4091.70,4091.30,4091.40,0
^NSEI,20070122,13:20,4091.40,4091.50,4090.75,4090.75,0
^NSEI,20070122,13:21,4090.50,4090.65,4090.10,4090.60,0
^NSEI,20070122,13:22,4090.80,4091.55,4090.60,4091.55,0
^NSEI,20070122,13:23,4091.20,4092.55,4091.20,4092.55,0
^NSEI,20070122,13:24,4093.15,4093.80,4092.95,4093.75,0
^NSEI,20070122,13:25,4093.90,4095.60,4093.90,4095.60,0
^NSEI,20070122,13:26,4095.85,4097.55,4095.85,4097.55,0
^NSEI,20070122,13:27,4098.85,4100.70,4098.85,4100.70,0
^NSEI,20070122,13:28,4100.65,4101.00,4099.95,4100.25,0
^NSEI,20070122,13:29,4100.10,4100.30,4099.30,4099.30,0
^NSEI,20070122,13:30,4099.50,4099.50,4098.75,4098.75,0
^NSEI,20070122,13:31,4098.65,4098.65,4098.05,4098.05,0
^NSEI,20070122,13:32,4098.40,4098.40,4096.80,4097.45,0
^NSEI,20070122,13:33,4097.45,4097.60,4096.20,4096.20,0
^NSEI,20070122,13:34,4096.65,4097.95,4096.20,4097.95,0
^NSEI,20070122,13:35,4097.10,4099.25,4097.10,4099.15,0
^NSEI,20070122,13:36,4099.65,4100.80,4099.65,4100.80,0
^NSEI,20070122,13:37,4101.25,4101.40,4100.40,4101.30,0
^NSEI,20070122,13:38,4101.15,4102.25,4101.00,4102.25,0
^NSEI,20070122,13:39,4102.00,4102.45,4101.80,4101.80,0
^NSEI,20070122,13:40,4101.65,4102.55,4100.90,4100.90,0
^NSEI,20070122,13:41,4100.55,4100.70,4099.50,4099.90,0
^NSEI,20070122,13:42,4099.50,4100.20,4098.80,4099.25,0
^NSEI,20070122,13:43,4099.05,4100.00,4099.05,4100.00,0
^NSEI,20070122,13:44,4099.90,4100.25,4099.90,4100.15,0
^NSEI,20070122,13:45,4099.45,4099.45,4098.75,4098.75,0
^NSEI,20070122,13:46,4098.80,4099.25,4098.30,4099.10,0
^NSEI,20070122,13:47,4099.10,4099.10,4098.50,4098.65,0
^NSEI,20070122,13:48,4099.00,4099.15,4098.15,4098.15,0
^NSEI,20070122,13:49,4097.80,4097.80,4097.30,4097.30,0
^NSEI,20070122,13:50,4097.10,4097.55,4097.05,4097.55,0
^NSEI,20070122,13:51,4097.25,4097.60,4096.75,4097.25,0
^NSEI,20070122,13:52,4097.10,4097.60,4096.65,4097.45,0
^NSEI,20070122,13:53,4097.00,4097.65,4096.70,4097.65,0
^NSEI,20070122,13:54,4097.75,4097.75,4097.05,4097.05,0
^NSEI,20070122,13:55,4097.25,4097.25,4096.50,4096.50,0
^NSEI,20070122,13:56,4096.25,4096.35,4095.50,4095.90,0
^NSEI,20070122,13:57,4095.75,4095.75,4095.25,4095.40,0
^NSEI,20070122,13:58,4095.35,4095.35,4094.55,4094.55,0
^NSEI,20070122,13:59,4095.20,4095.20,4094.60,4094.75,0
^NSEI,20070122,14:25,4101.55,4101.75,4101.55,4101.75,0
^NSEI,20070122,14:26,4101.80,4102.45,4101.10,4102.45,0
^NSEI,20070122,14:27,4102.45,4103.95,4102.45,4103.95,0
^NSEI,20070122,14:28,4104.25,4104.25,4103.35,4103.95,0
^NSEI,20070122,14:29,4103.80,4105.10,4103.45,4105.10,0
^NSEI,20070122,14:30,4105.45,4109.45,4105.45,4109.45,0
^NSEI,20070122,14:31,4109.95,4111.80,4109.95,4111.75,0
^NSEI,20070122,14:32,4112.25,4113.90,4112.25,4113.40,0
^NSEI,20070122,14:33,4113.35,4114.00,4112.90,4114.00,0
^NSEI,20070122,14:34,4113.80,4114.00,4113.40,4114.00,0
^NSEI,20070122,14:35,4114.10,4114.10,4112.50,4113.50,0
^NSEI,20070122,14:36,4113.20,4113.20,4110.85,4110.90,0
^NSEI,20070122,14:37,4110.50,4110.50,4108.00,4108.00,0
^NSEI,20070122,14:38,4107.65,4108.90,4107.65,4108.90,0
^NSEI,20070122,14:39,4109.75,4110.80,4109.75,4110.80,0
^NSEI,20070122,14:40,4111.00,4111.00,4110.25,4110.25,0
^NSEI,20070122,14:41,4110.00,4110.85,4109.80,4110.25,0
^NSEI,20070122,14:42,4110.00,4111.15,4109.70,4111.15,0
^NSEI,20070122,14:43,4110.90,4111.20,4110.80,4110.90,0
^NSEI,20070122,14:44,4110.90,4110.90,4109.20,4109.20,0
^NSEI,20070122,14:45,4109.05,4109.05,4106.85,4106.85,0
^NSEI,20070122,14:46,4107.00,4107.00,4105.90,4106.15,0
^NSEI,20070122,14:47,4106.00,4106.00,4104.15,4104.15,0
^NSEI,20070122,14:48,4102.70,4103.25,4101.50,4102.05,0
^NSEI,20070122,14:49,4102.25,4102.25,4101.10,4101.85,0
^NSEI,20070122,14:50,4101.35,4104.20,4101.35,4104.20,0
^NSEI,20070122,14:51,4104.30,4105.70,4104.30,4105.70,0
^NSEI,20070122,14:52,4105.90,4107.00,4105.90,4107.00,0
^NSEI,20070122,14:53,4107.35,4107.35,4106.30,4106.30,0
^NSEI,20070122,14:54,4106.20,4106.80,4104.45,4104.45,0
^NSEI,20070122,14:55,4105.00,4105.00,4103.25,4103.25,0
^NSEI,20070122,14:56,4102.45,4103.40,4101.50,4101.50,0
^NSEI,20070122,14:57,4101.40,4101.40,4100.35,4100.40,0
^NSEI,20070122,14:58,4099.95,4099.95,4099.25,4099.25,0
^NSEI,20070122,14:59,4099.25,4099.50,4099.05,4099.50,0
^NSEI,20070122,15:00,4100.00,4102.55,4099.00,4102.55,0
^NSEI,20070122,15:01,4101.85,4105.05,4101.85,4105.05,0
^NSEI,20070122,15:02,4105.60,4105.60,4104.40,4104.75,0
^NSEI,20070122,15:03,4104.40,4105.00,4103.85,4103.95,0
^NSEI,20070122,15:04,4104.80,4104.80,4103.90,4104.65,0
^NSEI,20070122,15:05,4104.65,4105.00,4103.25,4103.50,0
^NSEI,20070122,15:06,4102.95,4103.55,4102.70,4103.55,0
^NSEI,20070122,15:07,4103.05,4103.25,4102.40,4103.25,0
^NSEI,20070122,15:08,4103.35,4103.75,4103.35,4103.75,0
^NSEI,20070122,15:09,4104.95,4105.10,4103.85,4104.40,0
^NSEI,20070122,15:10,4104.20,4104.30,4102.75,4102.75,0
^NSEI,20070122,15:11,4103.05,4103.85,4102.80,4102.80,0
^NSEI,20070122,15:12,4103.10,4103.10,4101.90,4102.75,0
^NSEI,20070122,15:13,4102.95,4103.25,4102.20,4102.20,0
^NSEI,20070122,15:14,4102.25,4102.65,4101.50,4101.50,0
^NSEI,20070122,15:15,4101.50,4101.50,4100.50,4100.75,0
^NSEI,20070122,15:16,4100.65,4101.50,4100.65,4100.85,0
^NSEI,20070122,15:17,4101.80,4103.55,4101.80,4103.05,0
^NSEI,20070122,15:18,4104.30,4104.30,4102.65,4103.30,0
^NSEI,20070122,15:19,4103.25,4104.15,4102.95,4104.15,0
^NSEI,20070122,15:20,4104.15,4104.75,4102.90,4102.90,0
^NSEI,20070122,15:21,4103.00,4103.15,4102.15,4102.30,0
^NSEI,20070122,15:22,4101.35,4101.55,4100.45,4100.60,0
^NSEI,20070122,15:23,4100.45,4100.45,4098.25,4098.25,0
^NSEI,20070122,15:24,4098.70,4098.70,4097.70,4098.40,0
^NSEI,20070122,15:25,4099.20,4099.55,4099.05,4099.25,0
^NSEI,20070122,15:26,4099.35,4099.35,4098.00,4098.40,0
^NSEI,20070122,15:27,4098.20,4099.50,4098.20,4099.50,0
^NSEI,20070122,15:28,4099.30,4101.50,4099.30,4101.40,0
^NSEI,20070122,15:29,4101.60,4103.60,4101.60,4103.00,0
