<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070125,11:51,4109.50,4110.55,4109.50,4110.10,0
^NSEI,20070125,11:52,4110.25,4110.25,4109.40,4109.40,0
^NSEI,20070125,11:53,4109.15,4109.30,4108.20,4108.20,0
^NSEI,20070125,11:54,4107.95,4107.95,4107.25,4107.25,0
^NSEI,20070125,11:55,4107.00,4107.20,4107.00,4107.05,0
^NSEI,20070125,11:56,4107.10,4107.10,4105.90,4105.90,0
^NSEI,20070125,11:57,4107.20,4107.20,4106.30,4106.30,0
^NSEI,20070125,11:58,4106.25,4106.25,4104.55,4104.55,0
^NSEI,20070125,11:59,4105.10,4105.10,4104.70,4104.70,0
^NSEI,20070125,12:00,4105.15,4105.70,4105.15,4105.70,0
^NSEI,20070125,12:01,4105.20,4105.95,4105.20,4105.95,0
^NSEI,20070125,12:02,4105.70,4105.95,4105.60,4105.60,0
^NSEI,20070125,12:03,4105.35,4106.10,4105.35,4106.10,0
^NSEI,20070125,12:04,4106.25,4107.90,4106.25,4107.90,0
^NSEI,20070125,12:05,4107.70,4107.70,4107.40,4107.40,0
^NSEI,20070125,12:06,4107.90,4108.55,4107.90,4108.55,0
^NSEI,20070125,12:07,4108.05,4108.55,4108.05,4108.40,0
^NSEI,20070125,12:08,4108.20,4108.20,4108.05,4108.05,0
^NSEI,20070125,12:09,4108.25,4109.30,4108.25,4109.30,0
^NSEI,20070125,12:10,4109.75,4110.05,4109.25,4109.25,0
^NSEI,20070125,12:11,4109.45,4110.70,4109.45,4110.70,0
^NSEI,20070125,12:12,4110.75,4111.00,4110.75,4110.85,0
^NSEI,20070125,12:13,4110.65,4110.65,4109.55,4109.55,0
^NSEI,20070125,12:14,4109.45,4109.60,4108.05,4108.05,0
^NSEI,20070125,12:15,4108.40,4108.90,4108.40,4108.55,0
^NSEI,20070125,12:16,4109.15,4109.15,4107.65,4107.65,0
^NSEI,20070125,12:17,4107.85,4107.85,4107.55,4107.55,0
^NSEI,20070125,12:18,4106.90,4106.90,4105.60,4105.60,0
^NSEI,20070125,12:19,4105.65,4106.40,4105.65,4106.30,0
^NSEI,20070125,12:20,4106.45,4106.45,4106.15,4106.15,0
^NSEI,20070125,12:21,4105.80,4105.80,4105.40,4105.40,0
^NSEI,20070125,12:22,4105.55,4105.55,4104.70,4104.70,0
^NSEI,20070125,12:23,4104.75,4105.75,4104.75,4105.20,0
^NSEI,20070125,12:24,4105.20,4105.20,4103.85,4103.85,0
^NSEI,20070125,12:25,4103.25,4103.25,4102.85,4102.85,0
^NSEI,20070125,12:26,4102.75,4103.40,4102.75,4103.40,0
^NSEI,20070125,12:27,4103.45,4104.70,4103.45,4104.70,0
^NSEI,20070125,12:28,4104.70,4105.70,4104.70,4105.70,0
^NSEI,20070125,12:29,4105.60,4105.75,4105.35,4105.35,0
^NSEI,20070125,12:30,4105.50,4105.65,4105.10,4105.10,0
^NSEI,20070125,12:31,4105.00,4105.70,4105.00,4105.70,0
^NSEI,20070125,12:32,4105.75,4105.75,4104.70,4104.70,0
^NSEI,20070125,12:33,4104.65,4104.95,4104.65,4104.75,0
^NSEI,20070125,12:34,4104.90,4105.05,4103.65,4103.65,0
^NSEI,20070125,12:35,4103.75,4104.55,4103.75,4104.55,0
^NSEI,20070125,12:36,4104.45,4104.60,4104.15,4104.15,0
^NSEI,20070125,12:37,4103.40,4103.80,4103.40,4103.80,0
^NSEI,20070125,12:38,4103.55,4104.25,4103.55,4104.25,0
^NSEI,20070125,12:39,4104.25,4104.90,4104.25,4104.90,0
^NSEI,20070125,12:40,4105.65,4106.30,4105.65,4106.10,0
^NSEI,20070125,12:41,4106.45,4106.70,4106.00,4106.00,0
^NSEI,20070125,12:42,4106.30,4107.50,4106.30,4106.95,0
^NSEI,20070125,12:43,4106.60,4106.90,4105.95,4105.95,0
^NSEI,20070125,12:44,4105.95,4106.30,4105.50,4105.50,0
^NSEI,20070125,12:45,4105.40,4105.85,4105.40,4105.65,0
^NSEI,20070125,12:46,4105.90,4106.35,4104.50,4104.50,0
^NSEI,20070125,12:47,4104.50,4105.70,4104.50,4105.50,0
^NSEI,20070125,12:48,4105.60,4105.95,4105.60,4105.95,0
^NSEI,20070125,12:49,4106.30,4106.65,4106.30,4106.65,0
^NSEI,20070125,12:50,4107.20,4110.70,4107.20,4110.70,0
^NSEI,20070125,12:51,4110.70,4111.95,4110.70,4111.95,0
^NSEI,20070125,12:52,4111.30,4111.30,4110.15,4110.15,0
^NSEI,20070125,12:53,4110.10,4110.20,4108.85,4108.85,0
^NSEI,20070125,12:54,4109.30,4109.60,4108.90,4108.90,0
^NSEI,20070125,12:55,4109.00,4109.15,4107.90,4107.90,0
^NSEI,20070125,12:56,4106.80,4106.80,4106.55,4106.55,0
^NSEI,20070125,12:57,4106.90,4107.65,4106.90,4107.35,0
^NSEI,20070125,12:58,4107.35,4107.60,4107.20,4107.20,0
^NSEI,20070125,12:59,4107.20,4107.20,4106.85,4106.85,0
^NSEI,20070125,13:00,4106.90,4108.25,4106.90,4108.25,0
^NSEI,20070125,13:01,4108.65,4109.15,4108.65,4109.15,0
^NSEI,20070125,13:02,4109.35,4109.40,4108.85,4108.85,0
^NSEI,20070125,13:03,4108.40,4108.60,4107.15,4107.15,0
^NSEI,20070125,13:04,4107.10,4107.60,4106.15,4106.15,0
^NSEI,20070125,13:05,4106.75,4106.75,4106.55,4106.55,0
^NSEI,20070125,13:06,4106.35,4106.90,4106.20,4106.20,0
^NSEI,20070125,13:07,4106.05,4106.10,4105.55,4105.55,0
^NSEI,20070125,13:08,4105.70,4106.05,4104.95,4104.95,0
^NSEI,20070125,13:09,4105.25,4105.95,4105.25,4105.50,0
^NSEI,20070125,13:10,4105.40,4106.25,4105.40,4105.65,0
^NSEI,20070125,13:11,4105.20,4105.60,4105.20,4105.35,0
^NSEI,20070125,13:12,4106.85,4107.35,4105.85,4105.85,0
^NSEI,20070125,13:13,4105.90,4105.90,4103.30,4103.30,0
^NSEI,20070125,13:14,4103.20,4103.25,4102.90,4102.90,0
^NSEI,20070125,13:15,4102.60,4104.15,4102.60,4104.15,0
^NSEI,20070125,13:16,4103.95,4105.10,4103.95,4105.10,0
^NSEI,20070125,13:17,4105.40,4106.85,4105.40,4106.85,0
^NSEI,20070125,13:18,4107.75,4108.80,4107.75,4108.80,0
^NSEI,20070125,13:19,4108.70,4108.90,4108.70,4108.90,0
^NSEI,20070125,13:20,4108.95,4109.15,4108.95,4109.15,0
^NSEI,20070125,13:21,4109.25,4109.75,4109.25,4109.45,0
^NSEI,20070125,13:22,4109.90,4110.75,4109.90,4110.70,0
^NSEI,20070125,13:23,4111.00,4111.10,4111.00,4111.00,0
^NSEI,20070125,13:24,4111.60,4112.25,4111.60,4112.25,0
^NSEI,20070125,13:25,4111.95,4113.10,4111.95,4112.60,0
^NSEI,20070125,13:26,4111.95,4113.00,4111.95,4113.00,0
^NSEI,20070125,13:27,4113.25,4113.35,4111.50,4111.50,0
^NSEI,20070125,13:28,4111.45,4111.45,4110.15,4110.15,0
^NSEI,20070125,13:29,4110.50,4112.55,4110.50,4111.85,0
^NSEI,20070125,13:30,4111.60,4112.20,4111.50,4111.50,0
^NSEI,20070125,13:31,4110.95,4111.10,4110.80,4110.80,0
^NSEI,20070125,13:32,4110.45,4111.55,4110.45,4111.15,0
^NSEI,20070125,13:33,4111.35,4112.70,4111.35,4112.70,0
^NSEI,20070125,13:34,4112.35,4112.50,4111.30,4111.30,0
^NSEI,20070125,13:35,4111.00,4111.55,4110.95,4110.95,0
^NSEI,20070125,13:36,4111.85,4112.15,4111.30,4111.30,0
^NSEI,20070125,13:37,4111.15,4111.80,4111.10,4111.10,0
^NSEI,20070125,13:38,4111.15,4112.20,4111.15,4112.20,0
^NSEI,20070125,13:39,4112.80,4112.90,4112.80,4112.90,0
^NSEI,20070125,13:40,4112.80,4113.15,4112.80,4113.05,0
^NSEI,20070125,13:41,4113.15,4113.15,4112.50,4112.50,0
^NSEI,20070125,13:42,4112.60,4112.80,4112.50,4112.50,0
^NSEI,20070125,13:43,4112.60,4113.60,4112.60,4113.20,0
^NSEI,20070125,13:44,4112.90,4113.90,4112.90,4113.15,0
^NSEI,20070125,13:45,4113.25,4113.50,4113.15,4113.15,0
^NSEI,20070125,13:46,4113.30,4114.25,4113.30,4113.75,0
^NSEI,20070125,13:47,4113.75,4114.15,4113.65,4113.65,0
^NSEI,20070125,13:48,4113.60,4114.75,4113.60,4114.65,0
^NSEI,20070125,13:49,4114.40,4114.40,4114.25,4114.25,0
^NSEI,20070125,13:50,4114.55,4114.85,4114.35,4114.35,0
^NSEI,20070125,13:51,4114.45,4115.05,4114.40,4114.40,0
^NSEI,20070125,13:52,4114.05,4114.80,4114.05,4114.25,0
^NSEI,20070125,13:53,4114.35,4114.80,4114.15,4114.15,0
^NSEI,20070125,13:54,4114.10,4114.10,4113.10,4113.10,0
^NSEI,20070125,13:55,4113.35,4113.50,4112.55,4112.55,0
^NSEI,20070125,13:56,4113.00,4113.00,4112.40,4112.40,0
^NSEI,20070125,13:57,4112.50,4112.50,4112.20,4112.20,0
^NSEI,20070125,13:58,4111.95,4111.95,4111.25,4111.25,0
^NSEI,20070125,13:59,4111.10,4111.10,4109.40,4109.40,0
^NSEI,20070125,14:00,4109.40,4109.70,4108.00,4108.00,0
^NSEI,20070125,14:01,4107.90,4107.90,4106.80,4106.80,0
^NSEI,20070125,14:02,4106.80,4107.65,4106.80,4107.65,0
^NSEI,20070125,14:03,4107.75,4108.45,4107.75,4108.45,0
^NSEI,20070125,14:04,4108.85,4110.00,4108.85,4110.00,0
^NSEI,20070125,14:05,4109.80,4111.40,4109.80,4111.05,0
^NSEI,20070125,14:06,4111.20,4112.10,4111.20,4111.90,0
^NSEI,20070125,14:07,4112.30,4112.60,4112.30,4112.55,0
^NSEI,20070125,14:08,4112.05,4112.30,4112.05,4112.30,0
^NSEI,20070125,14:09,4112.20,4113.05,4112.20,4112.35,0
^NSEI,20070125,14:10,4112.20,4112.60,4112.05,4112.05,0
^NSEI,20070125,14:11,4112.05,4112.35,4112.05,4112.30,0
^NSEI,20070125,14:12,4111.85,4111.85,4111.30,4111.30,0
^NSEI,20070125,14:13,4110.90,4111.45,4110.85,4110.85,0
^NSEI,20070125,14:14,4110.90,4111.25,4110.85,4110.85,0
^NSEI,20070125,14:15,4111.20,4111.30,4110.60,4110.60,0
^NSEI,20070125,14:16,4110.45,4110.60,4110.35,4110.35,0
^NSEI,20070125,14:17,4110.10,4110.70,4109.80,4109.80,0
^NSEI,20070125,14:18,4109.80,4110.30,4109.55,4109.55,0
^NSEI,20070125,14:19,4109.30,4109.30,4109.05,4109.05,0
^NSEI,20070125,14:20,4108.00,4108.40,4108.00,4108.30,0
^NSEI,20070125,14:21,4108.35,4108.85,4108.35,4108.40,0
^NSEI,20070125,14:22,4108.05,4108.05,4107.05,4107.05,0
^NSEI,20070125,14:23,4107.25,4107.70,4107.15,4107.15,0
^NSEI,20070125,14:24,4107.85,4107.85,4107.15,4107.15,0
^NSEI,20070125,14:25,4107.05,4107.65,4107.05,4107.65,0
^NSEI,20070125,14:26,4107.45,4107.70,4107.30,4107.30,0
^NSEI,20070125,14:27,4107.50,4108.75,4107.50,4108.50,0
^NSEI,20070125,14:28,4108.35,4108.95,4108.15,4108.15,0
^NSEI,20070125,14:29,4108.60,4109.75,4108.60,4109.35,0
^NSEI,20070125,14:30,4109.75,4109.75,4108.65,4108.65,0
^NSEI,20070125,14:31,4109.80,4110.05,4109.60,4109.60,0
^NSEI,20070125,14:32,4110.40,4111.65,4110.40,4111.65,0
^NSEI,20070125,14:33,4111.75,4112.75,4111.75,4112.55,0
^NSEI,20070125,14:34,4112.25,4112.25,4111.80,4111.80,0
^NSEI,20070125,14:35,4111.70,4112.40,4111.70,4112.40,0
^NSEI,20070125,14:36,4112.65,4113.50,4112.55,4112.55,0
^NSEI,20070125,14:37,4113.20,4115.00,4113.20,4115.00,0
^NSEI,20070125,14:38,4114.75,4116.40,4114.75,4116.30,0
^NSEI,20070125,14:39,4116.65,4118.55,4116.65,4118.40,0
^NSEI,20070125,14:40,4117.95,4118.25,4117.95,4118.25,0
^NSEI,20070125,14:41,4118.20,4119.75,4118.20,4119.25,0
^NSEI,20070125,14:42,4119.60,4119.90,4119.55,4119.55,0
^NSEI,20070125,14:43,4119.00,4120.20,4119.00,4120.10,0
^NSEI,20070125,14:44,4120.05,4120.75,4120.05,4120.05,0
^NSEI,20070125,14:45,4119.35,4119.60,4119.35,4119.40,0
^NSEI,20070125,14:46,4119.15,4119.45,4117.65,4117.65,0
^NSEI,20070125,14:47,4117.00,4117.60,4115.70,4115.70,0
^NSEI,20070125,14:48,4115.95,4115.95,4113.90,4113.90,0
^NSEI,20070125,14:49,4113.15,4114.20,4112.50,4112.50,0
^NSEI,20070125,14:50,4113.20,4114.15,4113.20,4114.15,0
^NSEI,20070125,14:51,4114.40,4114.40,4113.90,4113.90,0
^NSEI,20070125,14:52,4113.00,4116.55,4113.00,4116.55,0
^NSEI,20070125,14:53,4114.75,4116.55,4114.70,4114.70,0
^NSEI,20070125,14:54,4115.05,4115.05,4114.00,4114.00,0
^NSEI,20070125,14:55,4114.55,4114.95,4114.55,4114.95,0
^NSEI,20070125,14:56,4114.65,4115.10,4114.10,4114.10,0
^NSEI,20070125,14:57,4115.45,4115.85,4115.45,4115.85,0
^NSEI,20070125,14:58,4116.65,4117.15,4116.65,4116.65,0
^NSEI,20070125,14:59,4117.20,4119.30,4117.20,4118.60,0
^NSEI,20070125,15:00,4119.25,4122.05,4119.25,4121.95,0
^NSEI,20070125,15:01,4122.40,4127.95,4122.40,4127.95,0
^NSEI,20070125,15:02,4128.30,4132.45,4128.30,4132.45,0
^NSEI,20070125,15:03,4132.90,4134.30,4132.90,4133.85,0
^NSEI,20070125,15:04,4135.75,4140.30,4135.75,4140.30,0
^NSEI,20070125,15:05,4140.15,4143.30,4140.15,4143.30,0
^NSEI,20070125,15:06,4144.20,4145.60,4144.20,4145.60,0
^NSEI,20070125,15:07,4145.05,4148.90,4145.05,4148.90,0
^NSEI,20070125,15:08,4148.80,4152.00,4148.80,4151.10,0
^NSEI,20070125,15:09,4150.55,4150.90,4149.35,4149.35,0
^NSEI,20070125,15:10,4150.25,4151.70,4150.25,4151.65,0
^NSEI,20070125,15:11,4153.00,4155.55,4153.00,4155.55,0
^NSEI,20070125,15:12,4155.20,4157.30,4155.20,4155.50,0
^NSEI,20070125,15:13,4155.25,4155.95,4154.55,4154.55,0
^NSEI,20070125,15:14,4156.85,4156.85,4153.35,4153.35,0
^NSEI,20070125,15:15,4154.80,4154.80,4152.50,4152.50,0
^NSEI,20070125,15:16,4152.40,4152.55,4152.05,4152.05,0
^NSEI,20070125,15:17,4151.55,4152.70,4151.55,4152.50,0
^NSEI,20070125,15:18,4152.20,4152.75,4150.80,4150.80,0
^NSEI,20070125,15:19,4150.65,4151.15,4150.30,4150.30,0
^NSEI,20070125,15:20,4150.65,4151.75,4149.15,4149.15,0
^NSEI,20070125,15:21,4149.15,4149.15,4147.15,4147.15,0
^NSEI,20070125,15:22,4146.45,4147.10,4146.45,4146.50,0
^NSEI,20070125,15:23,4145.50,4145.50,4143.30,4143.30,0
^NSEI,20070125,15:24,4142.45,4142.85,4140.50,4140.50,0
^NSEI,20070125,15:25,4139.55,4139.55,4134.00,4134.00,0
^NSEI,20070125,15:26,4134.40,4137.95,4134.40,4137.95,0
^NSEI,20070125,15:27,4138.55,4141.70,4138.55,4141.70,0
^NSEI,20070125,15:28,4142.05,4145.40,4142.05,4145.10,0
^NSEI,20070125,15:29,4146.00,4148.00,4142.55,4142.55,0
^NSEI,20070125,15:30,4142.35,4142.35,4142.35,4142.35,0
