<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070129,09:55,4161.70,4161.70,4147.70,4161.70,0
^NSEI,20070129,09:56,4147.20,4147.85,4143.45,4143.45,0
^NSEI,20070129,09:57,4131.60,4138.60,4131.60,4133.40,0
^NSEI,20070129,09:58,4128.60,4132.10,4127.25,4127.25,0
^NSEI,20070129,09:59,4136.00,4136.00,4127.75,4133.50,0
^NSEI,20070129,10:00,4140.15,4140.15,4138.50,4140.15,0
^NSEI,20070129,10:01,4133.20,4138.85,4133.20,4133.20,0
^NSEI,20070129,10:03,4132.50,4134.45,4132.50,4134.45,0
^NSEI,20070129,10:04,4134.65,4134.65,4134.45,4134.60,0
^NSEI,20070129,10:05,4134.85,4137.35,4134.85,4135.15,0
^NSEI,20070129,10:06,4133.15,4135.10,4133.15,4135.10,0
^NSEI,20070129,10:07,4135.00,4135.00,4133.60,4134.20,0
^NSEI,20070129,10:08,4133.20,4133.20,4131.85,4131.85,0
^NSEI,20070129,10:09,4132.65,4132.65,4132.65,4132.65,0
^NSEI,20070129,10:10,4133.70,4133.70,4133.15,4133.70,0
^NSEI,20070129,10:11,4138.60,4138.60,4135.95,4137.30,0
^NSEI,20070129,10:12,4140.10,4140.25,4139.80,4140.25,0
^NSEI,20070129,10:13,4136.60,4139.45,4136.60,4136.60,0
^NSEI,20070129,10:14,4137.50,4137.75,4136.70,4137.75,0
^NSEI,20070129,10:15,4138.50,4140.85,4138.50,4140.85,0
^NSEI,20070129,10:16,4141.55,4142.00,4140.60,4140.60,0
^NSEI,20070129,10:17,4138.35,4139.65,4138.35,4139.65,0
^NSEI,20070129,10:18,4135.55,4139.20,4135.55,4139.20,0
^NSEI,20070129,10:19,4135.70,4136.30,4134.95,4135.90,0
^NSEI,20070129,10:20,4137.60,4138.05,4136.10,4138.05,0
^NSEI,20070129,10:21,4139.20,4139.50,4139.05,4139.05,0
^NSEI,20070129,10:22,4137.85,4138.80,4137.85,4137.85,0
^NSEI,20070129,10:23,4137.55,4138.95,4137.55,4138.95,0
^NSEI,20070129,10:24,4138.90,4138.90,4137.75,4138.20,0
^NSEI,20070129,10:25,4140.90,4141.05,4139.05,4141.05,0
^NSEI,20070129,10:26,4140.75,4141.30,4140.75,4140.75,0
^NSEI,20070129,10:27,4141.20,4143.10,4141.20,4143.10,0
^NSEI,20070129,10:28,4141.95,4142.80,4141.75,4142.80,0
^NSEI,20070129,10:29,4141.65,4142.85,4141.45,4141.45,0
^NSEI,20070129,10:30,4141.30,4141.90,4140.95,4141.00,0
^NSEI,20070129,10:31,4139.10,4139.30,4139.10,4139.25,0
^NSEI,20070129,10:32,4139.75,4139.75,4139.15,4139.75,0
^NSEI,20070129,10:33,4140.60,4141.60,4140.10,4141.60,0
^NSEI,20070129,10:34,4141.75,4142.50,4141.55,4142.50,0
^NSEI,20070129,10:35,4141.20,4143.05,4141.00,4141.25,0
^NSEI,20070129,10:36,4141.55,4142.40,4141.55,4142.40,0
^NSEI,20070129,10:37,4142.00,4143.50,4141.55,4142.60,0
^NSEI,20070129,10:38,4142.30,4142.30,4140.55,4141.35,0
^NSEI,20070129,10:39,4140.05,4140.05,4138.30,4138.30,0
^NSEI,20070129,10:40,4135.80,4137.75,4135.80,4136.05,0
^NSEI,20070129,10:41,4134.60,4134.60,4134.60,4134.60,0
^NSEI,20070129,10:42,4132.50,4132.90,4132.05,4132.05,0
^NSEI,20070129,10:43,4134.20,4134.70,4132.60,4134.70,0
^NSEI,20070129,10:44,4135.25,4135.25,4134.65,4134.70,0
^NSEI,20070129,10:45,4135.85,4136.15,4135.25,4135.55,0
^NSEI,20070129,10:46,4135.15,4136.00,4134.25,4134.80,0
^NSEI,20070129,10:47,4135.40,4135.65,4134.95,4135.40,0
^NSEI,20070129,10:48,4133.90,4134.75,4133.70,4133.90,0
^NSEI,20070129,10:49,4136.75,4136.75,4134.80,4136.70,0
^NSEI,20070129,10:50,4135.10,4136.75,4135.10,4136.75,0
^NSEI,20070129,10:51,4136.10,4136.15,4135.10,4135.10,0
^NSEI,20070129,10:52,4134.80,4135.50,4134.80,4134.80,0
^NSEI,20070129,10:53,4133.95,4133.95,4130.70,4130.70,0
^NSEI,20070129,10:54,4129.95,4129.95,4128.75,4128.75,0
^NSEI,20070129,10:55,4128.75,4129.25,4128.60,4129.25,0
^NSEI,20070129,10:56,4129.30,4129.30,4128.20,4128.35,0
^NSEI,20070129,10:57,4128.25,4128.90,4127.30,4128.10,0
^NSEI,20070129,10:58,4128.35,4128.35,4128.30,4128.30,0
^NSEI,20070129,10:59,4131.05,4131.05,4130.60,4131.05,0
^NSEI,20070129,11:00,4129.70,4129.70,4129.50,4129.70,0
^NSEI,20070129,11:01,4129.25,4129.25,4128.30,4128.30,0
^NSEI,20070129,11:02,4128.00,4129.10,4126.60,4129.10,0
^NSEI,20070129,11:03,4129.15,4129.65,4128.00,4129.40,0
^NSEI,20070129,11:04,4129.95,4129.95,4128.90,4129.55,0
^NSEI,20070129,11:05,4129.95,4130.70,4129.95,4129.95,0
^NSEI,20070129,11:06,4129.15,4129.75,4128.30,4128.30,0
^NSEI,20070129,11:07,4128.70,4128.70,4127.80,4128.25,0
^NSEI,20070129,11:08,4130.10,4130.10,4128.40,4129.50,0
^NSEI,20070129,11:09,4130.20,4130.20,4129.60,4130.20,0
^NSEI,20070129,11:10,4130.35,4130.70,4130.15,4130.15,0
^NSEI,20070129,11:11,4131.55,4131.55,4130.35,4131.50,0
^NSEI,20070129,11:12,4133.40,4133.40,4132.50,4133.40,0
^NSEI,20070129,11:13,4131.35,4133.15,4131.35,4132.15,0
^NSEI,20070129,11:14,4131.50,4131.50,4131.05,4131.20,0
^NSEI,20070129,11:15,4132.35,4132.65,4131.25,4132.35,0
^NSEI,20070129,11:16,4133.60,4133.80,4133.55,4133.60,0
^NSEI,20070129,11:17,4133.85,4134.40,4133.85,4133.85,0
^NSEI,20070129,11:18,4135.25,4135.25,4134.50,4134.50,0
^NSEI,20070129,11:19,4134.80,4134.80,4134.05,4134.05,0
^NSEI,20070129,11:20,4132.95,4134.20,4132.95,4133.25,0
^NSEI,20070129,11:21,4133.55,4133.55,4133.20,4133.55,0
^NSEI,20070129,11:22,4133.55,4133.95,4133.55,4133.75,0
^NSEI,20070129,11:23,4133.00,4133.00,4133.00,4133.00,0
^NSEI,20070129,11:24,4132.25,4132.45,4131.70,4132.15,0
^NSEI,20070129,11:25,4131.80,4132.55,4131.80,4132.35,0
^NSEI,20070129,11:26,4132.10,4132.45,4132.05,4132.30,0
^NSEI,20070129,11:27,4131.15,4132.25,4131.00,4131.45,0
^NSEI,20070129,11:28,4132.55,4132.55,4131.50,4132.00,0
^NSEI,20070129,11:29,4133.10,4133.10,4132.50,4133.10,0
^NSEI,20070129,11:30,4133.25,4133.50,4133.20,4133.50,0
^NSEI,20070129,11:31,4133.65,4133.65,4133.25,4133.25,0
^NSEI,20070129,11:32,4132.85,4132.85,4132.85,4132.85,0
^NSEI,20070129,11:33,4132.30,4132.30,4132.30,4132.30,0
^NSEI,20070129,11:34,4133.20,4133.20,4133.20,4133.20,0
^NSEI,20070129,11:35,4132.90,4133.60,4132.90,4133.60,0
^NSEI,20070129,11:36,4132.60,4132.60,4131.90,4131.90,0
^NSEI,20070129,11:37,4132.10,4132.10,4131.40,4131.40,0
^NSEI,20070129,11:38,4131.55,4132.00,4131.55,4131.80,0
^NSEI,20070129,11:39,4132.60,4132.60,4131.45,4132.60,0
^NSEI,20070129,11:40,4132.80,4132.80,4132.75,4132.80,0
^NSEI,20070129,11:41,4133.65,4133.95,4133.65,4133.95,0
^NSEI,20070129,11:42,4134.60,4134.80,4133.80,4134.25,0
^NSEI,20070129,11:43,4133.65,4134.20,4133.45,4133.85,0
^NSEI,20070129,11:44,4134.75,4134.75,4133.90,4134.50,0
^NSEI,20070129,11:45,4133.60,4134.90,4133.60,4134.90,0
^NSEI,20070129,11:46,4133.15,4133.20,4132.50,4132.50,0
^NSEI,20070129,11:47,4133.55,4133.85,4133.25,4133.75,0
^NSEI,20070129,11:48,4132.70,4133.55,4131.55,4132.50,0
^NSEI,20070129,11:49,4133.70,4133.70,4133.05,4133.20,0
^NSEI,20070129,11:50,4134.05,4134.05,4133.60,4134.05,0
^NSEI,20070129,11:51,4134.10,4134.10,4134.10,4134.10,0
^NSEI,20070129,11:52,4131.85,4132.75,4131.50,4131.80,0
^NSEI,20070129,11:53,4131.95,4132.45,4131.80,4132.45,0
^NSEI,20070129,11:54,4132.85,4132.90,4132.35,4132.90,0
^NSEI,20070129,11:55,4133.20,4133.20,4132.55,4133.20,0
^NSEI,20070129,11:56,4131.45,4132.90,4131.45,4132.90,0
^NSEI,20070129,11:57,4132.80,4132.80,4132.15,4132.80,0
^NSEI,20070129,11:59,4130.85,4130.85,4130.85,4130.85,0
^NSEI,20070129,12:00,4131.25,4131.50,4131.25,4131.25,0
^NSEI,20070129,12:01,4128.85,4130.20,4128.85,4130.15,0
^NSEI,20070129,12:02,4128.25,4129.00,4127.55,4128.35,0
^NSEI,20070129,12:03,4127.75,4128.60,4127.60,4127.90,0
^NSEI,20070129,12:04,4126.40,4127.15,4126.15,4126.40,0
^NSEI,20070129,12:05,4125.95,4126.15,4125.40,4125.95,0
^NSEI,20070129,12:06,4126.80,4126.90,4126.45,4126.90,0
^NSEI,20070129,12:07,4127.20,4127.20,4127.20,4127.20,0
^NSEI,20070129,12:08,4128.55,4128.75,4128.55,4128.55,0
^NSEI,20070129,12:09,4128.70,4128.70,4128.70,4128.70,0
^NSEI,20070129,12:10,4130.40,4130.40,4129.70,4130.40,0
^NSEI,20070129,12:11,4130.15,4130.15,4130.15,4130.15,0
^NSEI,20070129,12:12,4131.00,4131.00,4130.70,4131.00,0
