Ticker,Date,Time,Open,High,Low,Close,Volume 
^NSEI,20070104,12:29,4003.00,4006.25,4003.00,4003.35,0
^NSEI,20070104,12:30,4002.50,4003.10,4002.50,4003.10,0
^NSEI,20070104,12:31,4002.40,4002.40,4000.90,4001.25,0
^NSEI,20070104,12:32,4002.45,4003.70,4001.70,4003.70,0
^NSEI,20070104,12:33,4002.35,4003.00,4001.80,4003.00,0
^NSEI,20070104,12:34,4003.90,4003.90,4002.10,4003.15,0
^NSEI,20070104,12:35,4004.25,4004.25,4003.60,4004.05,0
^NSEI,20070104,12:36,4004.65,4005.20,4004.50,4004.90,0
^NSEI,20070104,12:37,4001.30,4004.25,4001.30,4001.50,0
^NSEI,20070104,12:38,4001.60,4002.75,4001.60,4002.75,0
^NSEI,20070104,12:39,4003.15,4003.50,4002.60,4003.10,0
^NSEI,20070104,12:40,4003.75,4003.90,4003.15,4003.90,0
^NSEI,20070104,12:41,4003.30,4003.80,4003.25,4003.35,0
^NSEI,20070104,12:42,4003.40,4003.50,4003.20,4003.30,0
^NSEI,20070104,12:43,4002.15,4002.15,4001.15,4001.65,0
^NSEI,20070104,12:44,4001.40,4002.30,4001.40,4002.10,0
^NSEI,20070104,12:45,4001.25,4001.25,4001.25,4001.25,0
^NSEI,20070104,12:46,3995.65,3998.15,3995.65,3995.65,0
^NSEI,20070104,12:47,3993.60,3995.50,3993.60,3994.75,0
^NSEI,20070104,12:48,3993.45,3993.60,3993.10,3993.45,0
^NSEI,20070104,12:49,3994.10,3995.55,3993.90,3995.20,0
^NSEI,20070104,12:50,3997.05,3997.05,3994.80,3996.65,0
^NSEI,20070104,12:51,3997.20,3997.40,3996.75,3997.00,0
^NSEI,20070104,12:52,3997.70,3997.70,3996.90,3997.30,0
^NSEI,20070104,12:53,3997.65,3997.65,3997.00,3997.45,0
^NSEI,20070104,12:54,3997.25,3997.45,3996.90,3996.90,0
^NSEI,20070104,12:55,3995.55,3996.70,3995.55,3995.95,0
^NSEI,20070104,12:56,3995.15,3995.15,3992.50,3992.50,0
^NSEI,20070104,12:57,3990.30,3991.95,3990.30,3990.30,0
^NSEI,20070104,12:58,3989.15,3989.15,3988.00,3988.25,0
^NSEI,20070104,12:59,3986.90,3988.30,3986.90,3987.40,0
^NSEI,20070104,13:00,3987.90,3987.90,3986.75,3987.15,0
^NSEI,20070104,13:01,3988.25,3988.70,3988.05,3988.05,0
^NSEI,20070104,13:02,3988.70,3989.35,3988.65,3989.35,0
^NSEI,20070104,13:03,3989.95,3990.00,3989.35,3989.85,0
^NSEI,20070104,13:04,3989.70,3990.10,3989.70,3989.75,0
^NSEI,20070104,13:05,3989.45,3989.45,3987.85,3987.85,0
^NSEI,20070104,13:06,3987.10,3987.10,3984.95,3984.95,0
^NSEI,20070104,13:07,3985.45,3985.45,3981.45,3981.45,0
^NSEI,20070104,13:08,3981.05,3981.05,3980.05,3980.90,0
^NSEI,20070104,13:09,3980.30,3980.70,3980.10,3980.50,0
^NSEI,20070104,13:10,3980.65,3982.00,3980.05,3982.00,0
^NSEI,20070104,13:11,3985.70,3985.70,3982.65,3985.70,0
^NSEI,20070104,13:12,3988.05,3988.05,3986.35,3987.80,0
^NSEI,20070104,13:13,3989.10,3989.10,3988.00,3988.60,0
^NSEI,20070104,13:14,3988.00,3989.10,3987.65,3987.65,0
^NSEI,20070104,13:15,3988.45,3989.20,3987.70,3988.95,0
^NSEI,20070104,13:16,3989.30,3989.30,3988.30,3989.15,0
^NSEI,20070104,13:17,3990.35,3990.35,3989.10,3989.75,0
^NSEI,20070104,13:18,3991.95,3991.95,3990.90,3991.30,0
^NSEI,20070104,13:19,3993.05,3993.05,3991.40,3992.45,0
^NSEI,20070104,13:20,3993.75,3993.75,3992.85,3993.25,0
^NSEI,20070104,13:21,3993.45,3993.95,3993.15,3993.75,0
^NSEI,20070104,13:22,3993.25,3993.85,3993.05,3993.65,0
^NSEI,20070104,13:23,3992.80,3993.20,3992.35,3992.65,0
^NSEI,20070104,13:24,3992.65,3993.45,3990.60,3990.60,0
^NSEI,20070104,13:25,3990.45,3990.95,3989.45,3989.45,0
^NSEI,20070104,13:26,3988.85,3988.85,3987.85,3987.90,0
^NSEI,20070104,13:27,3987.60,3988.10,3985.80,3985.80,0
^NSEI,20070104,13:28,3985.95,3986.05,3985.40,3986.05,0
^NSEI,20070104,13:29,3983.20,3984.45,3983.00,3983.00,0
^NSEI,20070104,13:30,3985.40,3985.40,3983.20,3984.10,0
^NSEI,20070104,13:31,3987.65,3987.65,3985.80,3987.35,0
^NSEI,20070104,13:32,3988.15,3988.75,3988.15,3988.75,0
^NSEI,20070104,13:33,3989.85,3989.85,3988.55,3989.60,0
^NSEI,20070104,13:34,3990.35,3990.35,3989.55,3990.20,0
^NSEI,20070104,13:35,3990.35,3990.65,3990.35,3990.65,0
^NSEI,20070104,13:36,3989.95,3990.05,3988.65,3988.80,0
^NSEI,20070104,13:37,3988.60,3989.15,3988.60,3989.15,0
^NSEI,20070104,13:38,3989.00,3989.40,3988.85,3989.05,0
^NSEI,20070104,13:39,3989.00,3989.20,3988.95,3989.20,0
^NSEI,20070104,13:40,3989.40,3989.75,3989.05,3989.75,0
^NSEI,20070104,13:41,3990.15,3990.80,3989.90,3990.80,0
^NSEI,20070104,13:42,3991.65,3991.65,3990.60,3991.65,0
^NSEI,20070104,13:43,3991.75,3991.85,3991.50,3991.85,0
^NSEI,20070104,13:44,3993.30,3993.30,3991.70,3992.95,0
^NSEI,20070104,13:45,3993.55,3994.10,3993.55,3994.10,0
^NSEI,20070104,13:46,3992.10,3993.70,3992.10,3992.65,0
^NSEI,20070104,13:47,3991.30,3992.60,3991.30,3991.40,0
^NSEI,20070104,13:48,3989.25,3990.85,3989.25,3990.50,0
^NSEI,20070104,13:49,3989.50,3989.75,3989.50,3989.50,0
^NSEI,20070104,13:50,3989.55,3990.50,3989.55,3990.50,0
^NSEI,20070104,13:51,3990.35,3991.45,3990.35,3991.30,0
^NSEI,20070104,13:52,3991.45,3991.45,3990.60,3990.60,0
^NSEI,20070104,13:53,3991.15,3991.55,3990.85,3990.95,0
^NSEI,20070104,13:54,3990.75,3991.20,3990.75,3991.15,0
^NSEI,20070104,13:55,3990.15,3990.30,3990.15,3990.15,0
^NSEI,20070104,13:56,3990.55,3990.65,3990.55,3990.55,0
^NSEI,20070104,13:57,3990.60,3992.05,3990.60,3991.50,0
^NSEI,20070104,13:58,3991.60,3994.10,3991.60,3993.75,0
^NSEI,20070104,13:59,3993.20,3994.45,3993.20,3994.45,0
^NSEI,20070104,14:00,3994.10,3994.85,3993.50,3994.85,0
^NSEI,20070104,14:01,3994.75,3994.85,3994.35,3994.85,0
^NSEI,20070104,14:02,3995.15,3996.60,3995.15,3996.60,0
^NSEI,20070104,14:03,3996.30,3996.70,3996.30,3996.70,0
^NSEI,20070104,14:04,3997.25,3997.65,3996.90,3997.65,0
^NSEI,20070104,14:05,3997.55,3997.70,3997.20,3997.70,0
^NSEI,20070104,14:06,3996.40,3997.50,3996.40,3996.40,0
^NSEI,20070104,14:07,3997.05,3997.05,3996.30,3996.50,0
^NSEI,20070104,14:08,3996.10,3996.20,3995.90,3996.05,0
^NSEI,20070104,14:09,3996.10,3996.25,3995.20,3995.25,0
^NSEI,20070104,14:10,3995.20,3995.95,3995.05,3995.15,0
^NSEI,20070104,14:11,3996.25,3996.25,3995.10,3995.70,0
^NSEI,20070104,14:12,3997.30,3997.30,3996.00,3997.00,0
^NSEI,20070104,14:13,3998.15,3998.15,3997.45,3998.10,0
^NSEI,20070104,14:14,3998.55,3999.05,3997.85,3998.30,0
^NSEI,20070104,14:15,4000.10,4000.10,3998.55,3999.30,0
^NSEI,20070104,14:16,4000.45,4000.45,3999.75,4000.00,0
^NSEI,20070104,14:17,4002.25,4002.65,4000.35,4002.65,0
^NSEI,20070104,14:18,4002.25,4003.00,4002.25,4002.50,0
^NSEI,20070104,14:19,4002.10,4002.10,4001.75,4002.10,0
^NSEI,20070104,14:20,4003.20,4004.10,4002.45,4002.90,0
^NSEI,20070104,14:21,4003.70,4003.80,4002.85,4003.80,0
^NSEI,20070104,14:22,4003.70,4003.70,4001.90,4002.60,0
^NSEI,20070104,14:23,4001.55,4001.55,4000.75,4000.75,0
^NSEI,20070104,14:24,3998.60,4000.75,3998.60,3999.10,0
^NSEI,20070104,14:25,3998.35,3998.65,3998.35,3998.60,0
^NSEI,20070104,14:26,3998.80,3998.95,3998.05,3998.60,0
^NSEI,20070104,14:27,3998.80,3999.35,3998.75,3999.10,0
^NSEI,20070104,14:28,3999.75,4000.95,3999.45,4000.95,0
^NSEI,20070104,14:29,4000.90,4002.30,4000.85,4002.25,0
^NSEI,20070104,14:30,4003.00,4003.10,4002.75,4002.75,0
^NSEI,20070104,14:31,4001.55,4002.50,4001.55,4001.55,0
^NSEI,20070104,14:32,4001.10,4001.10,3999.85,4000.05,0
^NSEI,20070104,14:33,3999.80,4000.15,3999.45,4000.15,0
^NSEI,20070104,14:34,4000.15,4000.35,3999.95,4000.35,0
^NSEI,20070104,14:35,4003.15,4003.15,4000.15,4002.30,0
^NSEI,20070104,14:36,4005.00,4006.70,4005.00,4006.30,0
^NSEI,20070104,14:37,4007.25,4007.65,4006.95,4007.10,0
^NSEI,20070104,14:38,4007.35,4007.95,4007.30,4007.30,0
^NSEI,20070104,14:39,4007.15,4007.60,4007.10,4007.40,0
^NSEI,20070104,14:40,4006.65,4007.50,4006.20,4006.55,0
^NSEI,20070104,14:41,4005.25,4006.60,4005.25,4005.40,0
^NSEI,20070104,14:42,4005.15,4005.15,4003.95,4003.95,0
^NSEI,20070104,14:43,4003.30,4003.95,4003.30,4003.95,0
^NSEI,20070104,14:44,4003.05,4003.05,4000.60,4000.60,0
^NSEI,20070104,14:45,4000.65,4000.65,3999.50,3999.70,0
^NSEI,20070104,14:46,3997.60,3999.35,3997.60,3997.95,0
^NSEI,20070104,14:47,3999.60,3999.60,3998.15,3999.15,0
^NSEI,20070104,14:48,3999.15,3999.85,3999.15,3999.25,0
^NSEI,20070104,14:49,3999.20,3999.60,3999.00,3999.60,0
^NSEI,20070104,14:50,4000.30,4000.95,3999.45,4000.05,0
^NSEI,20070104,14:51,4000.05,4000.35,4000.05,4000.15,0
^NSEI,20070104,14:52,3996.90,3999.75,3996.90,3997.40,0
^NSEI,20070104,14:53,3994.55,3997.10,3994.55,3995.40,0
^NSEI,20070104,14:54,3993.95,3994.50,3993.95,3994.50,0
^NSEI,20070104,14:55,3990.45,3993.55,3990.15,3990.45,0
^NSEI,20070104,14:56,3990.35,3991.75,3990.35,3991.75,0
^NSEI,20070104,14:57,3994.05,3994.05,3992.85,3993.15,0
^NSEI,20070104,14:58,3994.90,3994.95,3994.50,3994.95,0
^NSEI,20070104,14:59,3995.05,3995.15,3994.45,3995.05,0
^NSEI,20070104,15:00,3994.95,3995.75,3994.95,3995.20,0
^NSEI,20070104,15:01,3994.50,3994.50,3994.50,3994.50,0
^NSEI,20070104,15:03,3988.45,3988.50,3988.20,3988.25,0
^NSEI,20070104,15:04,3987.45,3987.80,3986.30,3987.80,0
^NSEI,20070104,15:05,3987.15,3988.30,3987.15,3987.15,0
^NSEI,20070104,15:06,3991.45,3991.50,3990.00,3991.50,0
^NSEI,20070104,15:07,3992.45,3992.45,3991.30,3992.20,0
^NSEI,20070104,15:08,3991.55,3992.65,3991.05,3991.55,0
^NSEI,20070104,15:09,3992.30,3992.30,3991.25,3992.30,0
^NSEI,20070104,15:10,3993.80,3993.80,3992.20,3993.00,0
^NSEI,20070104,15:11,3992.65,3993.55,3992.10,3992.10,0
^NSEI,20070104,15:12,3990.90,3992.00,3990.60,3991.10,0
^NSEI,20070104,15:13,3989.70,3990.75,3989.70,3989.85,0
^NSEI,20070104,15:14,3989.05,3989.65,3989.05,3989.65,0
^NSEI,20070104,15:15,3989.15,3990.15,3988.85,3990.05,0
^NSEI,20070104,15:16,3989.75,3989.95,3989.60,3989.95,0
^NSEI,20070104,15:17,3990.55,3990.95,3990.35,3990.75,0
^NSEI,20070104,15:18,3992.15,3992.60,3991.55,3992.60,0
^NSEI,20070104,15:19,3991.50,3992.20,3990.90,3991.20,0
^NSEI,20070104,15:20,3991.05,3992.40,3990.90,3991.15,0
^NSEI,20070104,15:21,3988.40,3990.80,3988.40,3989.10,0
^NSEI,20070104,15:22,3988.50,3988.65,3987.85,3988.00,0
^NSEI,20070104,15:23,3987.55,3988.15,3987.30,3987.45,0
^NSEI,20070104,15:24,3985.80,3986.95,3985.80,3986.05,0
^NSEI,20070104,15:25,3984.10,3984.95,3983.80,3983.80,0
^NSEI,20070104,15:26,3983.30,3983.85,3983.25,3983.25,0
^NSEI,20070104,15:27,3983.45,3983.80,3982.70,3983.45,0
^NSEI,20070104,15:28,3983.25,3984.45,3982.85,3984.45,0
^NSEI,20070104,15:29,3983.35,3983.65,3982.85,3983.65,0
