<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070112,12:01,4005.40,4006.25,4005.30,4005.40,0
^NSEI,20070112,12:02,4003.80,4004.80,4003.80,4004.80,0
^NSEI,20070112,12:03,4004.45,4006.00,4003.65,4004.80,0
^NSEI,20070112,12:04,4006.35,4006.85,4004.80,4006.85,0
^NSEI,20070112,12:05,4007.40,4007.80,4006.40,4007.80,0
^NSEI,20070112,12:06,4008.00,4008.00,4007.30,4008.00,0
^NSEI,20070112,12:07,4008.35,4009.00,4008.25,4009.00,0
^NSEI,20070112,12:08,4008.85,4009.70,4008.55,4008.55,0
^NSEI,20070112,12:09,4008.60,4009.85,4008.15,4009.15,0
^NSEI,20070112,12:10,4008.75,4009.05,4008.70,4008.95,0
^NSEI,20070112,12:11,4009.00,4009.45,4009.00,4009.10,0
^NSEI,20070112,12:12,4009.85,4011.10,4009.85,4011.10,0
^NSEI,20070112,12:13,4010.75,4012.30,4010.70,4011.10,0
^NSEI,20070112,12:14,4012.65,4012.65,4011.25,4012.45,0
^NSEI,20070112,12:15,4014.05,4014.05,4013.20,4013.20,0
^NSEI,20070112,12:16,4013.50,4013.50,4012.80,4013.25,0
^NSEI,20070112,12:17,4014.35,4016.25,4014.35,4016.25,0
^NSEI,20070112,12:18,4016.00,4017.00,4016.00,4016.50,0
^NSEI,20070112,12:19,4017.30,4017.30,4016.30,4016.95,0
^NSEI,20070112,12:20,4017.40,4018.30,4017.05,4018.30,0
^NSEI,20070112,12:21,4018.60,4018.60,4018.05,4018.25,0
^NSEI,20070112,12:22,4018.25,4020.10,4018.25,4020.10,0
^NSEI,20070112,12:23,4019.90,4019.90,4019.20,4019.45,0
^NSEI,20070112,12:24,4019.00,4019.45,4018.55,4018.85,0
^NSEI,20070112,12:25,4020.85,4020.85,4019.30,4020.60,0
^NSEI,20070112,12:26,4020.55,4021.55,4020.55,4020.65,0
^NSEI,20070112,12:27,4021.10,4021.65,4020.80,4020.80,0
^NSEI,20070112,12:28,4020.85,4021.60,4020.85,4021.60,0
^NSEI,20070112,12:29,4021.60,4021.95,4021.45,4021.95,0
^NSEI,20070112,12:30,4021.65,4021.75,4020.65,4021.00,0
^NSEI,20070112,12:31,4020.85,4020.85,4018.20,4018.20,0
^NSEI,20070112,12:32,4017.65,4017.65,4016.90,4016.90,0
^NSEI,20070112,12:33,4017.90,4018.70,4017.85,4018.45,0
^NSEI,20070112,12:34,4017.75,4018.15,4017.75,4017.95,0
^NSEI,20070112,12:35,4017.85,4018.65,4017.85,4018.40,0
^NSEI,20070112,12:36,4019.35,4019.35,4017.95,4018.95,0
^NSEI,20070112,12:37,4019.30,4019.30,4019.15,4019.20,0
^NSEI,20070112,12:38,4019.35,4019.60,4019.20,4019.35,0
^NSEI,20070112,12:39,4018.25,4019.10,4018.25,4018.25,0
^NSEI,20070112,12:40,4018.05,4019.10,4018.05,4018.40,0
^NSEI,20070112,12:41,4017.85,4018.00,4016.40,4016.40,0
^NSEI,20070112,12:42,4016.65,4017.25,4016.60,4016.60,0
^NSEI,20070112,12:43,4016.55,4016.70,4016.10,4016.70,0
^NSEI,20070112,12:44,4015.85,4016.80,4015.85,4016.80,0
^NSEI,20070112,12:45,4017.85,4019.35,4017.85,4018.15,0
^NSEI,20070112,12:46,4016.95,4018.10,4016.90,4017.15,0
^NSEI,20070112,12:47,4017.00,4017.95,4016.05,4017.05,0
^NSEI,20070112,12:48,4017.20,4018.10,4017.20,4018.10,0
^NSEI,20070112,12:49,4017.65,4018.05,4017.55,4018.05,0
^NSEI,20070112,12:50,4018.10,4018.10,4017.50,4018.05,0
^NSEI,20070112,12:51,4018.70,4018.70,4018.10,4018.55,0
^NSEI,20070112,12:52,4018.50,4019.20,4018.50,4019.10,0
^NSEI,20070112,12:53,4021.50,4021.50,4019.50,4021.20,0
^NSEI,20070112,12:54,4022.00,4022.80,4021.40,4021.55,0
^NSEI,20070112,12:55,4023.95,4023.95,4022.25,4023.95,0
^NSEI,20070112,12:56,4026.00,4026.60,4026.00,4026.35,0
^NSEI,20070112,12:57,4026.60,4027.05,4026.25,4026.60,0
^NSEI,20070112,12:58,4025.70,4025.70,4024.40,4024.40,0
^NSEI,20070112,12:59,4024.45,4025.50,4024.45,4025.50,0
^NSEI,20070112,13:00,4026.50,4027.20,4024.75,4025.30,0
^NSEI,20070112,13:01,4027.35,4027.35,4026.25,4026.25,0
^NSEI,20070112,13:02,4026.40,4027.00,4025.80,4025.80,0
^NSEI,20070112,13:03,4026.10,4027.05,4026.10,4026.65,0
^NSEI,20070112,13:04,4026.55,4026.55,4024.70,4025.15,0
^NSEI,20070112,13:05,4025.25,4027.70,4025.25,4027.70,0
^NSEI,20070112,13:06,4027.55,4028.65,4027.40,4028.00,0
^NSEI,20070112,13:07,4027.35,4027.85,4027.05,4027.05,0
^NSEI,20070112,13:08,4029.20,4029.25,4028.85,4028.95,0
^NSEI,20070112,13:09,4028.55,4029.15,4028.55,4028.65,0
^NSEI,20070112,13:10,4027.35,4027.95,4027.15,4027.45,0
^NSEI,20070112,13:11,4027.90,4028.25,4027.00,4028.25,0
^NSEI,20070112,13:12,4026.50,4027.35,4026.00,4026.00,0
^NSEI,20070112,13:13,4026.10,4026.10,4025.20,4025.20,0
^NSEI,20070112,13:14,4024.80,4026.15,4024.45,4026.15,0
^NSEI,20070112,13:15,4022.35,4024.30,4022.30,4022.30,0
^NSEI,20070112,13:16,4024.30,4024.30,4022.65,4024.30,0
^NSEI,20070112,13:17,4024.35,4024.35,4022.65,4022.65,0
^NSEI,20070112,13:18,4025.15,4025.65,4023.25,4025.00,0
^NSEI,20070112,13:19,4027.20,4028.15,4025.65,4027.20,0
^NSEI,20070112,13:20,4027.10,4027.10,4026.35,4026.35,0
^NSEI,20070112,13:21,4026.30,4026.30,4025.40,4025.95,0
^NSEI,20070112,13:22,4024.15,4025.40,4024.10,4024.15,0
^NSEI,20070112,13:23,4023.75,4024.25,4023.15,4023.75,0
^NSEI,20070112,13:24,4023.60,4024.95,4023.15,4024.95,0
^NSEI,20070112,13:25,4024.90,4024.90,4024.35,4024.45,0
^NSEI,20070112,13:26,4024.55,4026.00,4024.05,4024.05,0
^NSEI,20070112,13:27,4023.70,4024.10,4023.45,4024.10,0
^NSEI,20070112,13:28,4023.90,4024.40,4023.60,4024.40,0
^NSEI,20070112,13:29,4025.00,4025.00,4024.15,4024.20,0
^NSEI,20070112,13:30,4023.95,4024.45,4023.80,4023.90,0
^NSEI,20070112,13:31,4024.15,4024.40,4024.05,4024.05,0
^NSEI,20070112,13:32,4023.55,4024.50,4023.55,4023.55,0
^NSEI,20070112,13:33,4023.35,4023.50,4021.90,4021.90,0
^NSEI,20070112,13:34,4022.05,4022.70,4020.70,4020.70,0
^NSEI,20070112,13:35,4020.75,4021.10,4020.75,4020.85,0
^NSEI,20070112,13:36,4020.50,4020.80,4019.80,4020.65,0
^NSEI,20070112,13:37,4020.95,4021.10,4020.90,4020.95,0
^NSEI,20070112,13:38,4021.55,4023.00,4021.55,4023.00,0
^NSEI,20070112,13:39,4022.60,4022.65,4022.00,4022.00,0
^NSEI,20070112,13:40,4021.95,4021.95,4021.05,4021.05,0
^NSEI,20070112,13:41,4020.55,4020.70,4019.80,4020.25,0
^NSEI,20070112,13:42,4020.85,4021.75,4019.75,4021.75,0
^NSEI,20070112,13:43,4022.65,4022.65,4021.00,4022.60,0
^NSEI,20070112,13:44,4022.05,4023.35,4022.05,4023.10,0
^NSEI,20070112,13:45,4023.80,4024.85,4022.80,4022.80,0
^NSEI,20070112,13:46,4022.40,4023.80,4022.40,4022.80,0
^NSEI,20070112,13:47,4023.15,4023.15,4022.05,4022.80,0
^NSEI,20070112,13:48,4022.90,4024.65,4022.90,4024.15,0
^NSEI,20070112,13:49,4022.80,4023.40,4022.70,4022.70,0
^NSEI,20070112,13:50,4022.15,4022.75,4022.15,4022.35,0
^NSEI,20070112,13:51,4022.35,4023.50,4022.35,4023.15,0
^NSEI,20070112,13:52,4023.15,4023.15,4022.45,4022.45,0
^NSEI,20070112,13:53,4022.65,4022.65,4021.75,4022.45,0
^NSEI,20070112,13:54,4022.80,4024.05,4022.75,4024.05,0
^NSEI,20070112,13:55,4023.05,4023.05,4022.05,4022.05,0
^NSEI,20070112,13:56,4023.35,4023.35,4021.95,4021.95,0
^NSEI,20070112,13:57,4019.80,4021.10,4019.80,4019.85,0
^NSEI,20070112,13:58,4019.70,4021.15,4019.70,4021.15,0
^NSEI,20070112,13:59,4021.05,4021.45,4019.65,4019.65,0
^NSEI,20070112,14:00,4019.95,4019.95,4019.00,4019.20,0
^NSEI,20070112,14:01,4021.05,4021.05,4019.75,4019.85,0
^NSEI,20070112,14:02,4020.25,4020.60,4020.15,4020.20,0
^NSEI,20070112,14:03,4021.05,4021.05,4020.15,4020.15,0
^NSEI,20070112,14:04,4024.20,4024.55,4021.20,4024.55,0
^NSEI,20070112,14:05,4024.20,4024.20,4023.80,4024.00,0
^NSEI,20070112,14:06,4023.45,4024.85,4023.15,4023.25,0
^NSEI,20070112,14:07,4022.95,4022.95,4021.30,4021.30,0
^NSEI,20070112,14:08,4022.05,4022.90,4021.70,4022.60,0
^NSEI,20070112,14:09,4022.65,4023.30,4022.65,4023.20,0
^NSEI,20070112,14:10,4022.60,4023.10,4022.55,4022.60,0
^NSEI,20070112,14:11,4023.45,4023.80,4022.75,4023.80,0
^NSEI,20070112,14:12,4023.70,4024.25,4023.60,4024.25,0
^NSEI,20070112,14:13,4024.55,4024.70,4023.90,4024.55,0
^NSEI,20070112,14:14,4025.40,4026.05,4025.30,4026.05,0
^NSEI,20070112,14:15,4027.15,4027.15,4025.75,4027.10,0
^NSEI,20070112,14:16,4028.70,4028.70,4027.05,4028.70,0
^NSEI,20070112,14:17,4029.05,4029.60,4028.85,4029.20,0
^NSEI,20070112,14:18,4029.60,4030.45,4029.35,4029.35,0
^NSEI,20070112,14:19,4029.65,4029.65,4027.70,4027.70,0
^NSEI,20070112,14:20,4028.05,4030.15,4028.05,4030.05,0
^NSEI,20070112,14:21,4030.75,4030.75,4029.80,4030.15,0
^NSEI,20070112,14:22,4029.95,4030.20,4029.40,4029.40,0
^NSEI,20070112,14:23,4029.75,4029.80,4029.25,4029.25,0
^NSEI,20070112,14:24,4032.70,4032.75,4028.90,4032.75,0
^NSEI,20070112,14:25,4033.40,4034.50,4033.10,4034.20,0
^NSEI,20070112,14:26,4034.10,4035.85,4034.10,4035.85,0
^NSEI,20070112,14:27,4035.10,4037.05,4035.00,4037.05,0
^NSEI,20070112,14:28,4037.25,4037.25,4035.95,4036.85,0
^NSEI,20070112,14:29,4038.50,4038.85,4038.35,4038.35,0
^NSEI,20070112,14:30,4039.25,4040.95,4039.25,4039.85,0
^NSEI,20070112,14:31,4037.70,4038.90,4037.55,4037.70,0
^NSEI,20070112,14:32,4038.90,4040.25,4037.20,4040.25,0
^NSEI,20070112,14:33,4038.55,4038.95,4038.20,4038.40,0
^NSEI,20070112,14:34,4039.40,4039.80,4038.40,4039.80,0
^NSEI,20070112,14:35,4039.85,4040.50,4039.15,4039.15,0
^NSEI,20070112,14:36,4039.40,4041.45,4039.35,4041.10,0
^NSEI,20070112,14:37,4042.80,4044.10,4042.80,4043.35,0
^NSEI,20070112,14:38,4043.20,4043.65,4043.00,4043.15,0
^NSEI,20070112,14:39,4040.65,4043.00,4040.65,4042.25,0
^NSEI,20070112,14:40,4039.90,4041.60,4039.90,4039.90,0
^NSEI,20070112,14:41,4039.40,4039.40,4038.65,4038.70,0
^NSEI,20070112,14:42,4040.40,4041.40,4040.40,4041.40,0
^NSEI,20070112,14:43,4040.80,4040.80,4038.80,4038.80,0
^NSEI,20070112,14:44,4038.90,4040.10,4038.25,4038.85,0
^NSEI,20070112,14:45,4040.55,4040.55,4039.05,4040.00,0
^NSEI,20070112,14:46,4040.50,4041.30,4040.50,4040.90,0
^NSEI,20070112,14:47,4040.75,4041.65,4040.75,4041.30,0
^NSEI,20070112,14:48,4041.75,4041.75,4041.35,4041.35,0
^NSEI,20070112,14:49,4041.65,4041.65,4040.90,4040.90,0
^NSEI,20070112,14:50,4040.80,4041.35,4039.70,4039.70,0
^NSEI,20070112,14:51,4040.40,4040.40,4038.85,4039.15,0
^NSEI,20070112,14:52,4039.90,4041.05,4039.90,4040.45,0
^NSEI,20070112,14:53,4040.90,4040.90,4040.55,4040.65,0
^NSEI,20070112,14:54,4041.35,4041.85,4040.70,4041.85,0
^NSEI,20070112,14:55,4042.45,4046.10,4042.45,4046.10,0
^NSEI,20070112,14:56,4046.30,4047.00,4046.30,4046.85,0
^NSEI,20070112,14:57,4045.85,4046.60,4045.85,4046.10,0
^NSEI,20070112,14:58,4045.25,4045.75,4044.50,4044.50,0
^NSEI,20070112,14:59,4044.80,4045.20,4044.00,4044.00,0
^NSEI,20070112,15:00,4045.55,4045.55,4044.60,4044.90,0
^NSEI,20070112,15:01,4045.60,4045.60,4043.75,4043.75,0
^NSEI,20070112,15:02,4043.85,4043.85,4040.20,4040.20,0
^NSEI,20070112,15:03,4041.65,4041.65,4040.10,4040.95,0
^NSEI,20070112,15:04,4043.75,4043.75,4041.65,4043.75,0
^NSEI,20070112,15:05,4042.80,4043.65,4042.80,4043.65,0
^NSEI,20070112,15:06,4043.80,4044.25,4043.80,4044.25,0
^NSEI,20070112,15:07,4047.45,4048.05,4046.40,4047.45,0
^NSEI,20070112,15:08,4048.65,4051.15,4048.65,4051.15,0
^NSEI,20070112,15:09,4051.35,4052.00,4051.00,4052.00,0
^NSEI,20070112,15:10,4053.60,4053.75,4051.50,4053.60,0
^NSEI,20070112,15:11,4055.60,4055.60,4055.55,4055.60,0
^NSEI,20070112,15:12,4056.40,4056.40,4054.40,4055.75,0
^NSEI,20070112,15:13,4057.15,4057.15,4056.40,4056.45,0
^NSEI,20070112,15:14,4057.90,4058.25,4057.65,4057.85,0
^NSEI,20070112,15:15,4058.95,4058.95,4056.15,4056.15,0
^NSEI,20070112,15:16,4055.90,4057.30,4055.90,4056.10,0
^NSEI,20070112,15:17,4056.05,4056.55,4055.20,4055.80,0
^NSEI,20070112,15:18,4055.75,4055.75,4055.45,4055.45,0
^NSEI,20070112,15:19,4053.50,4054.85,4053.50,4053.50,0
^NSEI,20070112,15:20,4053.40,4053.40,4051.75,4051.75,0
^NSEI,20070112,15:21,4049.65,4052.30,4049.65,4051.15,0
^NSEI,20070112,15:22,4050.55,4050.55,4049.20,4049.60,0
^NSEI,20070112,15:23,4049.35,4050.65,4049.30,4050.25,0
^NSEI,20070112,15:24,4051.05,4051.05,4049.75,4050.55,0
^NSEI,20070112,15:25,4051.25,4051.25,4049.80,4050.60,0
^NSEI,20070112,15:26,4054.55,4054.55,4051.60,4053.80,0
^NSEI,20070112,15:27,4055.35,4055.55,4055.35,4055.55,0
^NSEI,20070112,15:28,4054.40,4055.65,4054.40,4054.80,0
^NSEI,20070112,15:29,4056.00,4057.05,4054.55,4056.30,0
