<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070115,11:06,4085.45,4085.45,4085.45,4085.45,0
^NSEI,20070115,11:07,4085.05,4085.40,4085.05,4085.05,0
^NSEI,20070115,11:08,4084.55,4084.85,4084.55,4084.55,0
^NSEI,20070115,11:09,4083.95,4084.40,4083.95,4083.95,0
^NSEI,20070115,11:10,4083.50,4084.50,4083.50,4083.80,0
^NSEI,20070115,11:11,4083.65,4084.05,4083.15,4084.05,0
^NSEI,20070115,11:12,4084.20,4084.20,4084.20,4084.20,0
^NSEI,20070115,11:15,4087.10,4087.15,4087.05,4087.15,0
^NSEI,20070115,11:16,4086.85,4087.40,4086.85,4087.35,0
^NSEI,20070115,11:17,4087.70,4087.70,4087.50,4087.70,0
^NSEI,20070115,11:18,4088.60,4088.60,4088.10,4088.10,0
^NSEI,20070115,11:19,4087.00,4087.00,4087.00,4087.00,0
^NSEI,20070115,11:20,4086.75,4088.45,4086.75,4087.40,0
^NSEI,20070115,11:21,4086.65,4086.65,4085.60,4085.60,0
^NSEI,20070115,11:22,4085.10,4086.20,4085.10,4086.20,0
^NSEI,20070115,11:23,4083.40,4085.60,4083.40,4084.40,0
^NSEI,20070115,11:24,4084.65,4084.65,4083.45,4084.65,0
^NSEI,20070115,11:25,4084.45,4085.45,4084.45,4085.45,0
^NSEI,20070115,11:26,4085.15,4086.00,4084.85,4084.85,0
^NSEI,20070115,11:27,4084.95,4085.60,4084.95,4085.60,0
^NSEI,20070115,11:28,4085.35,4085.35,4085.35,4085.35,0
^NSEI,20070115,11:29,4085.05,4085.05,4085.05,4085.05,0
^NSEI,20070115,11:31,4085.35,4085.85,4085.15,4085.35,0
^NSEI,20070115,11:32,4086.70,4086.70,4086.50,4086.50,0
^NSEI,20070115,11:33,4087.40,4087.40,4086.85,4087.05,0
^NSEI,20070115,11:34,4087.60,4088.05,4087.35,4087.50,0
^NSEI,20070115,11:35,4087.65,4087.65,4086.90,4087.65,0
^NSEI,20070115,11:36,4087.45,4087.45,4087.45,4087.45,0
^NSEI,20070115,11:37,4085.80,4085.80,4085.65,4085.65,0
^NSEI,20070115,11:38,4086.15,4086.80,4086.15,4086.75,0
^NSEI,20070115,11:39,4087.20,4087.20,4087.05,4087.05,0
^NSEI,20070115,11:40,4086.85,4087.90,4086.85,4086.85,0
^NSEI,20070115,11:41,4085.35,4085.45,4085.35,4085.35,0
^NSEI,20070115,11:43,4083.55,4083.75,4083.55,4083.55,0
^NSEI,20070115,11:44,4083.20,4083.20,4083.10,4083.20,0
^NSEI,20070115,11:45,4083.50,4083.50,4083.35,4083.50,0
^NSEI,20070115,11:46,4082.95,4083.00,4082.95,4082.95,0
^NSEI,20070115,11:47,4082.50,4083.20,4082.50,4083.20,0
^NSEI,20070115,11:48,4083.95,4083.95,4083.30,4083.95,0
^NSEI,20070115,11:49,4083.50,4083.90,4083.50,4083.50,0
^NSEI,20070115,11:50,4084.30,4084.30,4084.30,4084.30,0
^NSEI,20070115,11:51,4084.70,4085.10,4084.40,4084.70,0
^NSEI,20070115,11:52,4085.45,4085.45,4085.15,4085.45,0
^NSEI,20070115,11:53,4084.60,4084.95,4084.60,4084.60,0
^NSEI,20070115,11:54,4084.70,4085.20,4084.70,4084.70,0
^NSEI,20070115,11:55,4085.05,4085.25,4085.05,4085.25,0
^NSEI,20070115,11:56,4085.45,4086.70,4085.45,4086.70,0
^NSEI,20070115,11:57,4086.20,4086.45,4086.10,4086.10,0
^NSEI,20070115,11:58,4086.20,4086.20,4086.20,4086.20,0
^NSEI,20070115,11:59,4085.40,4085.40,4085.40,4085.40,0
^NSEI,20070115,12:00,4085.40,4085.40,4085.40,4085.40,0
^NSEI,20070115,12:01,4084.60,4084.80,4084.40,4084.45,0
^NSEI,20070115,12:02,4084.45,4084.70,4084.35,4084.45,0
^NSEI,20070115,12:03,4085.25,4085.35,4085.25,4085.35,0
^NSEI,20070115,12:04,4084.65,4084.65,4084.00,4084.00,0
^NSEI,20070115,12:05,4084.10,4084.10,4084.10,4084.10,0
^NSEI,20070115,12:06,4081.65,4081.65,4081.65,4081.65,0
^NSEI,20070115,12:07,4079.65,4079.85,4079.50,4079.65,0
^NSEI,20070115,12:09,4076.35,4076.35,4075.10,4075.30,0
^NSEI,20070115,12:10,4073.65,4074.70,4073.65,4074.35,0
^NSEI,20070115,12:11,4074.50,4074.50,4073.15,4073.60,0
^NSEI,20070115,12:12,4078.55,4078.55,4074.80,4078.45,0
^NSEI,20070115,12:13,4079.90,4080.95,4079.90,4080.95,0
^NSEI,20070115,12:14,4084.15,4084.15,4081.10,4083.25,0
^NSEI,20070115,12:15,4083.40,4084.05,4083.40,4083.95,0
^NSEI,20070115,12:16,4084.05,4084.75,4084.05,4084.05,0
^NSEI,20070115,12:17,4084.05,4084.55,4084.05,4084.05,0
^NSEI,20070115,12:18,4083.35,4083.35,4083.00,4083.00,0
^NSEI,20070115,12:19,4082.80,4083.40,4082.80,4082.80,0
^NSEI,20070115,12:20,4082.40,4082.40,4082.10,4082.10,0
^NSEI,20070115,12:21,4083.20,4083.20,4082.00,4082.50,0
^NSEI,20070115,12:22,4083.30,4083.75,4083.30,4083.75,0
^NSEI,20070115,12:23,4083.40,4084.15,4083.40,4084.15,0
^NSEI,20070115,12:24,4083.50,4084.20,4083.50,4083.80,0
^NSEI,20070115,12:25,4081.60,4083.40,4081.60,4082.45,0
^NSEI,20070115,12:26,4081.20,4081.80,4081.20,4081.35,0
^NSEI,20070115,12:27,4081.60,4081.60,4081.50,4081.50,0
^NSEI,20070115,12:28,4081.60,4082.05,4081.60,4081.60,0
^NSEI,20070115,12:29,4081.60,4081.60,4081.10,4081.35,0
^NSEI,20070115,12:30,4080.85,4081.25,4080.85,4081.25,0
^NSEI,20070115,12:33,4082.80,4082.80,4082.25,4082.80,0
^NSEI,20070115,12:34,4081.65,4082.40,4081.65,4082.00,0
^NSEI,20070115,12:35,4081.75,4081.75,4081.45,4081.75,0
^NSEI,20070115,12:36,4081.40,4081.40,4081.25,4081.40,0
^NSEI,20070115,12:37,4081.00,4081.20,4080.85,4080.85,0
^NSEI,20070115,12:38,4081.50,4081.65,4081.25,4081.65,0
^NSEI,20070115,12:40,4081.90,4081.95,4081.85,4081.85,0
^NSEI,20070115,12:41,4083.50,4083.50,4081.90,4083.50,0
^NSEI,20070115,12:42,4083.75,4084.40,4083.75,4084.40,0
^NSEI,20070115,12:43,4084.45,4084.45,4084.00,4084.20,0
^NSEI,20070115,12:44,4085.05,4085.05,4084.20,4084.20,0
^NSEI,20070115,12:45,4085.60,4085.70,4085.00,4085.70,0
^NSEI,20070115,12:46,4085.90,4086.00,4085.65,4086.00,0
^NSEI,20070115,12:47,4085.25,4085.85,4085.25,4085.30,0
^NSEI,20070115,12:48,4086.50,4086.50,4085.35,4086.40,0
^NSEI,20070115,12:49,4086.35,4086.70,4086.35,4086.65,0
^NSEI,20070115,12:50,4086.30,4086.30,4085.60,4085.65,0
^NSEI,20070115,12:51,4085.20,4086.15,4085.20,4085.40,0
^NSEI,20070115,12:52,4085.30,4085.70,4084.95,4085.30,0
^NSEI,20070115,12:53,4085.50,4085.60,4084.90,4084.95,0
^NSEI,20070115,12:54,4085.00,4085.30,4084.95,4085.25,0
^NSEI,20070115,12:55,4084.45,4085.05,4084.15,4084.15,0
^NSEI,20070115,12:56,4084.75,4085.15,4084.40,4084.40,0
^NSEI,20070115,12:57,4084.15,4084.40,4084.15,4084.15,0
^NSEI,20070115,12:58,4084.60,4084.75,4084.50,4084.75,0
^NSEI,20070115,12:59,4085.85,4086.05,4084.45,4086.05,0
^NSEI,20070115,13:00,4085.55,4085.95,4085.55,4085.80,0
^NSEI,20070115,13:01,4084.65,4085.60,4084.65,4084.70,0
^NSEI,20070115,13:02,4085.00,4085.25,4084.70,4085.25,0
^NSEI,20070115,13:03,4085.45,4085.80,4085.25,4085.45,0
^NSEI,20070115,13:04,4085.50,4085.50,4085.40,4085.50,0
^NSEI,20070115,13:05,4085.05,4085.05,4084.90,4084.95,0
^NSEI,20070115,13:06,4085.20,4085.90,4085.20,4085.90,0
^NSEI,20070115,13:07,4085.85,4085.85,4085.30,4085.50,0
^NSEI,20070115,13:08,4086.30,4086.30,4085.70,4085.95,0
^NSEI,20070115,13:09,4086.45,4086.45,4085.70,4086.25,0
^NSEI,20070115,13:10,4086.15,4086.20,4085.35,4086.20,0
^NSEI,20070115,13:11,4086.75,4086.75,4086.15,4086.15,0
^NSEI,20070115,13:12,4085.85,4086.75,4085.85,4085.95,0
^NSEI,20070115,13:13,4085.70,4085.70,4085.45,4085.60,0
^NSEI,20070115,13:14,4085.85,4085.85,4085.45,4085.45,0
^NSEI,20070115,13:15,4085.30,4085.65,4085.20,4085.20,0
^NSEI,20070115,13:16,4086.40,4086.40,4085.75,4085.75,0
^NSEI,20070115,13:17,4083.55,4085.05,4083.00,4083.00,0
^NSEI,20070115,13:18,4084.95,4085.10,4084.85,4084.95,0
^NSEI,20070115,13:20,4083.60,4084.40,4083.60,4083.75,0
^NSEI,20070115,13:21,4082.50,4083.65,4082.50,4083.05,0
^NSEI,20070115,13:22,4081.60,4082.35,4081.60,4081.60,0
^NSEI,20070115,13:23,4081.25,4081.60,4081.25,4081.25,0
^NSEI,20070115,13:24,4079.40,4079.85,4079.40,4079.85,0
^NSEI,20070115,13:25,4080.15,4080.15,4079.40,4079.50,0
^NSEI,20070115,13:26,4079.05,4079.85,4078.30,4078.30,0
^NSEI,20070115,13:27,4078.00,4078.00,4078.00,4078.00,0
^NSEI,20070115,13:28,4075.55,4075.55,4075.55,4075.55,0
^NSEI,20070115,13:29,4074.65,4074.65,4074.65,4074.65,0
^NSEI,20070115,13:30,4072.50,4072.50,4071.55,4071.55,0
^NSEI,20070115,13:31,4075.70,4075.70,4073.35,4074.60,0
^NSEI,20070115,13:32,4079.90,4079.90,4078.50,4079.15,0
^NSEI,20070115,13:33,4079.80,4080.15,4079.75,4079.75,0
^NSEI,20070115,13:34,4079.00,4079.40,4079.00,4079.40,0
^NSEI,20070115,13:35,4077.90,4078.60,4077.90,4078.60,0
^NSEI,20070115,13:36,4078.90,4078.90,4077.95,4078.40,0
^NSEI,20070115,13:37,4077.85,4078.15,4077.85,4077.85,0
^NSEI,20070115,13:38,4077.50,4077.70,4077.20,4077.35,0
^NSEI,20070115,13:39,4077.20,4077.55,4077.00,4077.55,0
^NSEI,20070115,13:40,4077.30,4077.45,4077.10,4077.10,0
^NSEI,20070115,13:41,4077.45,4078.25,4077.05,4078.25,0
^NSEI,20070115,13:42,4080.60,4080.60,4078.15,4080.60,0
^NSEI,20070115,13:43,4081.90,4082.35,4080.80,4081.90,0
^NSEI,20070115,13:44,4082.60,4083.45,4082.55,4083.45,0
^NSEI,20070115,13:45,4083.85,4084.90,4083.40,4084.90,0
^NSEI,20070115,13:46,4085.25,4085.25,4085.25,4085.25,0
^NSEI,20070115,13:47,4084.90,4084.90,4083.95,4083.95,0
^NSEI,20070115,13:48,4083.10,4083.90,4083.10,4083.30,0
^NSEI,20070115,13:49,4083.20,4083.20,4082.15,4082.45,0
^NSEI,20070115,13:50,4083.50,4083.50,4082.40,4083.20,0
^NSEI,20070115,13:51,4085.05,4085.05,4083.55,4084.65,0
^NSEI,20070115,13:52,4085.10,4085.10,4085.00,4085.10,0
^NSEI,20070115,13:53,4085.55,4085.55,4085.55,4085.55,0
^NSEI,20070115,13:54,4085.35,4085.35,4084.60,4085.05,0
^NSEI,20070115,13:55,4086.05,4086.35,4085.45,4086.35,0
^NSEI,20070115,13:56,4086.05,4086.05,4085.70,4086.00,0
^NSEI,20070115,13:57,4086.60,4086.70,4086.25,4086.25,0
^NSEI,20070115,13:58,4087.10,4087.10,4086.55,4086.70,0
^NSEI,20070115,13:59,4087.50,4087.70,4086.95,4087.05,0
^NSEI,20070115,14:00,4088.00,4088.20,4087.85,4088.00,0
^NSEI,20070115,14:01,4089.55,4089.55,4088.10,4088.90,0
^NSEI,20070115,14:02,4089.50,4089.95,4088.95,4088.95,0
^NSEI,20070115,14:03,4088.60,4088.95,4088.35,4088.70,0
^NSEI,20070115,14:04,4088.55,4088.55,4088.30,4088.50,0
^NSEI,20070115,14:05,4089.00,4089.00,4088.65,4089.00,0
^NSEI,20070115,14:06,4089.80,4089.80,4089.35,4089.35,0
^NSEI,20070115,14:07,4089.45,4089.85,4089.40,4089.40,0
^NSEI,20070115,14:08,4090.05,4090.05,4089.70,4090.05,0
^NSEI,20070115,14:10,4091.60,4091.60,4091.55,4091.55,0
^NSEI,20070115,14:11,4092.15,4092.35,4091.55,4092.15,0
^NSEI,20070115,14:12,4091.45,4091.60,4091.40,4091.40,0
^NSEI,20070115,14:13,4092.00,4092.25,4091.75,4091.75,0
^NSEI,20070115,14:14,4091.95,4092.40,4091.95,4092.40,0
^NSEI,20070115,14:15,4090.75,4092.15,4090.75,4090.75,0
^NSEI,20070115,14:16,4091.90,4091.90,4090.55,4091.90,0
^NSEI,20070115,14:17,4092.55,4093.20,4092.55,4092.80,0
^NSEI,20070115,14:18,4093.15,4093.20,4093.15,4093.20,0
^NSEI,20070115,14:19,4093.25,4093.70,4093.25,4093.25,0
^NSEI,20070115,14:20,4092.95,4092.95,4092.55,4092.55,0
^NSEI,20070115,14:21,4092.80,4092.80,4091.55,4091.55,0
^NSEI,20070115,14:22,4091.45,4092.00,4091.10,4091.25,0
^NSEI,20070115,14:23,4091.00,4091.10,4090.15,4090.15,0
^NSEI,20070115,14:24,4090.05,4090.55,4089.50,4089.50,0
^NSEI,20070115,14:25,4089.20,4089.20,4089.20,4089.20,0
^NSEI,20070115,14:26,4089.25,4089.45,4089.20,4089.25,0
^NSEI,20070115,14:27,4089.60,4089.60,4088.95,4089.00,0
^NSEI,20070115,14:28,4090.45,4090.55,4089.75,4090.45,0
^NSEI,20070115,14:29,4091.60,4091.60,4091.60,4091.60,0
^NSEI,20070115,14:30,4093.45,4093.45,4093.45,4093.45,0
^NSEI,20070115,14:31,4092.80,4093.35,4092.65,4092.85,0
^NSEI,20070115,14:32,4092.85,4093.15,4092.85,4093.15,0
^NSEI,20070115,14:33,4093.40,4093.90,4093.40,4093.90,0
^NSEI,20070115,14:34,4094.15,4094.25,4094.15,4094.25,0
^NSEI,20070115,14:35,4094.15,4094.15,4092.25,4092.35,0
^NSEI,20070115,14:36,4092.60,4093.10,4092.60,4092.75,0
^NSEI,20070115,14:37,4091.70,4092.45,4091.70,4091.70,0
^NSEI,20070115,14:38,4089.90,4090.85,4089.90,4089.90,0
^NSEI,20070115,14:39,4087.75,4088.90,4087.75,4087.90,0
^NSEI,20070115,14:40,4088.15,4088.40,4087.95,4088.40,0
^NSEI,20070115,14:41,4087.90,4087.90,4086.30,4086.35,0
^NSEI,20070115,14:42,4085.75,4085.75,4083.75,4083.75,0
^NSEI,20070115,14:43,4082.70,4088.30,4082.70,4088.30,0
^NSEI,20070115,14:44,4088.15,4088.15,4088.10,4088.10,0
^NSEI,20070115,14:45,4087.40,4087.85,4087.00,4087.15,0
^NSEI,20070115,14:46,4087.65,4087.80,4087.65,4087.80,0
^NSEI,20070115,14:47,4087.50,4087.65,4086.60,4086.60,0
^NSEI,20070115,14:48,4086.25,4086.70,4085.70,4085.70,0
^NSEI,20070115,14:49,4087.05,4087.05,4086.25,4087.05,0
^NSEI,20070115,14:50,4088.45,4088.45,4088.45,4088.45,0
^NSEI,20070115,14:51,4088.25,4088.85,4088.25,4088.25,0
^NSEI,20070115,14:52,4088.50,4089.30,4088.50,4089.30,0
^NSEI,20070115,14:53,4089.70,4090.10,4089.10,4089.15,0
^NSEI,20070115,14:54,4089.70,4089.70,4089.70,4089.70,0
^NSEI,20070115,14:55,4087.80,4088.60,4087.80,4088.60,0
^NSEI,20070115,14:56,4088.55,4088.80,4088.15,4088.80,0
^NSEI,20070115,14:57,4086.20,4087.40,4086.20,4086.20,0
^NSEI,20070115,14:58,4086.10,4086.10,4084.40,4084.80,0
^NSEI,20070115,14:59,4084.65,4084.75,4084.65,4084.65,0
^NSEI,20070115,15:00,4084.85,4085.15,4084.00,4085.15,0
^NSEI,20070115,15:01,4083.60,4084.85,4083.60,4083.95,0
^NSEI,20070115,15:02,4081.70,4083.35,4081.70,4082.00,0
^NSEI,20070115,15:03,4081.20,4081.20,4078.30,4078.30,0
^NSEI,20070115,15:04,4077.80,4078.50,4077.35,4077.80,0
^NSEI,20070115,15:05,4076.45,4076.45,4076.45,4076.45,0
^NSEI,20070115,15:06,4074.65,4074.65,4074.65,4074.65,0
^NSEI,20070115,15:08,4078.75,4078.75,4077.15,4077.30,0
^NSEI,20070115,15:09,4079.95,4080.80,4079.70,4080.80,0
^NSEI,20070115,15:10,4080.50,4080.50,4078.80,4078.80,0
^NSEI,20070115,15:11,4076.25,4076.55,4076.15,4076.55,0
^NSEI,20070115,15:12,4076.40,4077.95,4076.40,4076.40,0
^NSEI,20070115,15:13,4077.15,4077.55,4077.15,4077.55,0
^NSEI,20070115,15:14,4077.30,4077.30,4075.25,4075.25,0
^NSEI,20070115,15:15,4074.65,4075.35,4074.35,4074.70,0
^NSEI,20070115,15:16,4075.00,4076.05,4074.90,4076.05,0
^NSEI,20070115,15:17,4075.00,4075.25,4075.00,4075.00,0
^NSEI,20070115,15:18,4074.05,4074.10,4073.50,4073.50,0
^NSEI,20070115,15:19,4074.60,4074.60,4074.00,4074.60,0
^NSEI,20070115,15:20,4075.60,4075.60,4075.60,4075.60,0
^NSEI,20070115,15:21,4077.25,4078.00,4077.25,4078.00,0
^NSEI,20070115,15:22,4078.20,4081.75,4078.20,4081.75,0
^NSEI,20070115,15:23,4077.75,4079.25,4077.75,4078.45,0
^NSEI,20070115,15:24,4076.75,4076.90,4076.75,4076.75,0
^NSEI,20070115,15:25,4079.30,4079.30,4077.95,4079.20,0
^NSEI,20070115,15:26,4077.40,4078.95,4077.40,4077.55,0
^NSEI,20070115,15:27,4077.60,4078.70,4077.10,4077.10,0
^NSEI,20070115,15:28,4076.35,4076.65,4075.90,4075.90,0
^NSEI,20070115,15:29,4077.20,4077.45,4076.70,4077.20,0
